,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bnu_999,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35030110010007,62,69.4,178.8,2100.0,5,,,,,,,,,,,,,,,5.0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.0,,5.0,
35030110010008,624,51.2,149.5,696.3,238,90.0,29.0,76.0,18.0,13.0,,,,,,,,,,237.0,,,,13.0,,18,,,,,,,5.0,,,,,,,,,,,,,,,,29.0,,7.0,,9.0,,,,,,,,,15.0,,,6.0,
35030110010301,332,42.9,52667.8,125.0,123,,,123.0,,,,,,,,,,,,,123.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030110010401,700,40.0,41537.6,72.1,250,,,,250.0,,,,,,,,,,,,250.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
35030110010501,613,41.6,31259.0,93.0,304,,,,,,304.0,,,,,,,,,,304.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,
35030110010502,451,39.9,34430.8,75.8,189,,,,,,189.0,,,,,,,,,,189.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35030110020001,663,52.9,95.2,584.6,241,85.0,30.0,82.0,17.0,13.0,,,,,,,,,,235.0,,,6.0,41.0,,99,,,41.0,,,7.0,15.0,5.0,7.0,,,,,,,,,,,,,38.0,275.0,,17.0,86.0,40.0,283.0,23.0,,,6.0,26.0,,87.0,,,8.0,,
35030110020002,666,50.7,191.9,447.7,218,90.0,29.0,62.0,16.0,9.0,,,,,,,,,,207.0,,,11.0,15.0,,83,,,19.0,,,,22.0,,,,,,,,,,,,21.0,,45.0,,84.0,,8.0,10.0,87.0,7.0,5.0,,,,,,47.0,97.0,80.0,,44.0,
35030310010001,673,52.3,127.2,407.0,229,89.0,42.0,50.0,11.0,7.0,,,,,9.0,7.0,5.0,,,223.0,,,6.0,13.0,,67,,,12.0,,,5.0,22.0,,,,,,,,,,,,17.0,,,,53.0,,,18.0,51.0,,5.0,,,,5.0,,,,28.0,,29.0,
35030310020001,91,47.7,368.7,320.0,26,9.0,7.0,,,,,,,,,,,,,24.0,,,,6.0,,32,,,,,,,15.0,,,,,,,,,,,,5.0,,,,,,,16.0,37.0,8.0,12.0,,,,,,,57.0,,,12.0,
35030310020101,543,36.8,36627.1,54.1,229,,,,,,229.0,,,,,,,,,,229.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35030310020102,608,38.1,36597.4,57.7,313,,,,,,313.0,,,,,,,,,,313.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,10.0,,,
35030310020201,499,32.4,57045.7,21.8,200,,,,,,200.0,,,,,,,,,,200.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,
35030310020202,656,37.7,30082.3,54.5,317,,,,,,317.0,,,,,,,,,,317.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,
35030310020301,432,34.7,34983.4,34.4,156,,,,,,156.0,,,,,,,,,,156.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
35030310020302,487,37.6,29452.4,48.4,234,,,,,,234.0,,,,,,,,,,234.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030310020303,556,37.1,39655.7,42.4,241,,,,,,241.0,,,,,,,,,,241.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,10.0,,,
35030310030001,437,51.7,302.2,394.1,145,37.0,20.0,50.0,13.0,7.0,,,6.0,,,,,,,136.0,,,9.0,18.0,,94,,,26.0,,,13.0,37.0,,,,,,,,,,,,7.0,,,,111.0,,,107.0,115.0,,6.0,,,,,,,24.0,24.0,6.0,29.0,
35030310030002,710,54.7,144.9,628.6,280,112.0,45.0,78.0,13.0,10.0,,,,5.0,,,,,,269.0,,,11.0,7.0,,53,,,17.0,,,,19.0,,,,,,,,,,,,6.0,,,,79.0,,,30.0,47.0,,,,,,,,,12.0,,,10.0,
35030310040001,490,52.2,132.8,522.6,194,84.0,32.0,55.0,10.0,5.0,,,,,,,,,,188.0,,,6.0,10.0,,70,,,16.0,,,6.0,24.0,,7.0,,,,,,,,,,8.0,,,,70.0,,,53.0,81.0,,20.0,,13.0,,32.0,,25.0,,7.0,,13.0,
35030310040002,541,52.0,86.7,551.5,220,63.0,21.0,119.0,5.0,5.0,,,,,,,,,,217.0,,,,,,7,,,,,,,,,,,,,,,,,,,,,6.0,,7.0,,,,,,,,,,,,,,,,,
35030310040003,459,56.2,91.2,1353.8,188,75.0,27.0,51.0,12.0,14.0,,,,,,,,,,185.0,,,,10.0,,27,,,,,,6.0,8.0,,,,,,,,,,,,,,,,10.0,,,13.0,26.0,,,,,,,,,19.0,18.0,,5.0,
35030310040004,481,53.1,160.7,475.0,194,85.0,24.0,56.0,14.0,6.0,,,,,,,,,,190.0,,,,5.0,,25,,,8.0,,,,,,,,,,,,,,,,6.0,,6.0,,21.0,,,19.0,,,,,7.0,,,,,,,,10.0,
35030320010001,441,49.8,667.1,331.4,170,47.0,62.0,36.0,8.0,7.0,,,,,,,,,17.0,151.0,,,,6.0,,48,,,13.0,,,,13.0,,,,,,,,,,,,8.0,,,,38.0,,,,24.0,,10.0,,,,,,,71.0,43.0,,9.0,
35030320010002,599,46.0,3344.4,203.6,244,13.0,33.0,185.0,8.0,,,,,,,,,,,53.0,188.0,,,,,35,,,,,,,8.0,,11.0,,,,,,,,,,,,,,12.0,,,,20.0,31.0,16.0,,7.0,,,,,,16.0,,,
35030320010003,630,47.0,2423.6,233.3,236,63.0,30.0,104.0,7.0,,,25.0,,,,,,,27.0,126.0,78.0,,5.0,6.0,,54,,,,,,,18.0,,11.0,,,,,,,,,,14.0,,9.0,11.0,9.0,,,6.0,54.0,,22.0,,,,,,,,6.0,,27.0,
35030320010004,519,50.5,2912.1,600.0,194,73.0,68.0,32.0,10.0,,,,,,,,,,,140.0,,40.0,14.0,10.0,,165,,,15.0,,,,57.0,6.0,29.0,,,,6.0,,,5.0,16.0,,20.0,,,31.0,32.0,,,,103.0,17.0,63.0,6.0,34.0,,6.0,10.0,22.0,8.0,100.0,,26.0,
35030320010005,566,45.2,382.5,156.8,216,44.0,24.0,102.0,6.0,,,,17.0,18.0,,,,,16.0,102.0,77.0,16.0,5.0,6.0,,55,,,35.0,,,,,,,,,,,,,,,,7.0,,,,153.0,,,42.0,7.0,,10.0,,,,,,,,,,15.0,
35030320010501,725,39.8,62355.6,79.8,330,,,330.0,,,,,,,,,,,,,330.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,5.0,,,,,17.0,,,
35030320020001,459,55.6,144.9,2262.5,191,69.0,48.0,45.0,11.0,6.0,,,,,,,,,,189.0,,,,8.0,,16,,,,,,,,,,,,,,,,,,,,,,,141.0,,,,13.0,,,,,,,7.0,,,16.0,,7.0,
35030320020002,462,52.9,95.5,570.4,175,61.0,26.0,54.0,18.0,5.0,,,,,,,,,,175.0,,,,6.0,,23,,,10.0,,,,6.0,,,,,,,,,,,,,,,,64.0,,22.0,,13.0,,,,,,,,,,,,,
35030320020003,652,56.3,120.3,914.8,283,123.0,39.0,67.0,21.0,11.0,,,,,,,,,,282.0,,,,,,16,,,5.0,,,,,,,,,,,,,,,,5.0,,,,17.0,,,,,,,,,,,,,,,,5.0,
35030320020004,484,49.0,516.4,313.0,177,54.0,41.0,51.0,7.0,,5.0,,,,,,6.0,,6.0,170.0,,,,,,25,,,,,,,9.0,,,,,,,,,,,,,,,,5.0,,,,17.0,,8.0,,,,,,,77.0,,,,
35030320020005,628,54.6,135.5,651.4,252,103.0,26.0,63.0,24.0,17.0,,,6.0,,,,,,,248.0,,,,,,17,,,5.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,6.0,,,,,,,10.0,16.0,,,
35030320030001,494,49.4,201.4,265.4,204,55.0,18.0,111.0,7.0,,,,,6.0,,,,,,143.0,57.0,,,25.0,,102,,,70.0,,,,13.0,,,,,,,,,,,,7.0,,,,454.0,,,19.0,33.0,10.0,,,,10.0,,,26.0,,7.0,,10.0,
35030320030002,430,56.9,121.3,565.7,129,28.0,16.0,59.0,12.0,,,,,,,,,,,128.0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,15.0,,,46.0,6.0,,,,,,,,,,28.0,,,
35030330010001,685,54.8,104.8,552.1,299,68.0,33.0,98.0,32.0,27.0,7.0,,,5.0,8.0,10.0,7.0,,,286.0,9.0,,,13.0,,57,,,8.0,,,,11.0,,14.0,,,,,,,,,,9.0,,8.0,,51.0,,,13.0,44.0,7.0,23.0,,25.0,,,,14.0,25.0,16.0,,10.0,
35030330020001,560,54.7,86.7,591.9,222,72.0,26.0,60.0,18.0,17.0,,,,,7.0,9.0,8.0,,,217.0,,,5.0,12.0,,31,,,10.0,,,,5.0,,,,,,,,,,,,,,11.0,,127.0,,,,119.0,,,,,,,,6.0,12.0,26.0,,6.0,
35030330020002,457,53.1,92.6,611.5,185,63.0,21.0,65.0,12.0,6.0,,,,,,5.0,,,,185.0,,,,,,13,,,6.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,6.0,,,
35030330020003,481,54.9,99.4,600.0,206,52.0,28.0,87.0,17.0,10.0,,,,,,,,,,204.0,,,,5.0,,10,,,5.0,,,,,,,,,,,,,,,,,,7.0,,18.0,,,,,,,,,,,,,,,,,
35030340010001,500,56.2,33.6,915.0,205,57.0,22.0,75.0,15.0,15.0,,,,,,,,,,203.0,,,,15.0,,48,,,,,,,9.0,,18.0,,,,,,,,,,5.0,,,,7.0,,,,18.0,6.0,42.0,,,,,,19.0,24.0,,63.0,8.0,
35030340010002,474,57.2,59.3,829.2,217,57.0,18.0,91.0,18.0,11.0,5.0,,5.0,6.0,,,,,,214.0,,,,6.0,,25,,,6.0,,,,6.0,,,,,,,,,,,,8.0,,11.0,,13.0,,,9.0,8.0,,,,,,,,,,12.0,,9.0,
35030340010003,564,57.0,56.9,753.1,256,69.0,13.0,113.0,20.0,18.0,,,,,5.0,,5.0,,,253.0,,,,6.0,,35,,,7.0,,,,6.0,,7.0,,,,,,,,,,7.0,,,,45.0,,,,10.0,,11.0,,8.0,,,,,13.0,,8.0,7.0,
35030350010001,811,54.6,110.7,720.0,349,131.0,45.0,114.0,20.0,24.0,,,,,,5.0,,,,344.0,,,5.0,17.0,,35,,,11.0,,,,8.0,,,,,,,,,,,,5.0,,,,41.0,,,36.0,14.0,,,,12.0,,,,14.0,,5.0,,5.0,
35030350020001,623,56.5,91.9,790.3,273,93.0,32.0,100.0,22.0,15.0,,,,,,,,,,268.0,,,5.0,5.0,,11,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,40.0,,,,
35030350020002,421,54.8,79.9,687.0,185,48.0,22.0,80.0,13.0,12.0,,,,,,,,,,184.0,,,,12.0,,28,,,10.0,,,,5.0,,,,,,,,,,,,,,,,28.0,,,,8.0,,,,,,,,,22.0,6.0,,10.0,
35030360010001,438,57.0,84.9,842.9,201,111.0,17.0,54.0,10.0,5.0,,,,,,,,,,200.0,,,,6.0,,12,,,5.0,,,,,,,,,,,,,,,,,,,,162.0,,,,,,,,,,,,,11.0,,,,
35030360020001,493,56.5,611.0,757.1,221,89.0,24.0,82.0,11.0,6.0,,,,,,,,,,217.0,,,,,,28,,,,,,,10.0,,6.0,,,,,,,,,,,,,,5.0,,,,13.0,,9.0,,13.0,,,,12.0,21.0,10.0,,5.0,
35030360020002,497,56.2,77.6,976.2,224,84.0,21.0,89.0,13.0,12.0,,,,,,,,,,222.0,,,,6.0,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,14.0,,,,
35030360020003,467,54.9,89.8,527.3,199,62.0,50.0,69.0,7.0,,,,,,,,,,,198.0,,,,6.0,,27,,,,,,,9.0,,,,,,,,,,,,7.0,,,,6.0,,,,14.0,,5.0,,,,,,5.0,,,,9.0,
35030360020004,463,46.4,73.1,169.0,151,72.0,18.0,34.0,11.0,9.0,,,,,,,,,,144.0,,,,6.0,,22,,,,,,,5.0,,,,,,,,,,,,5.0,,5.0,,,,,,8.0,,,,,,,,,14.0,83.0,,7.0,
35030360030001,313,56.5,171.0,800.0,146,77.0,16.0,33.0,10.0,,,,,,,,,,,146.0,,,,7.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
35030370010001,488,52.6,106.1,438.5,213,77.0,24.0,83.0,7.0,8.0,,,6.0,5.0,,,,,,185.0,28.0,,,6.0,,29,,,11.0,,,,7.0,,,,,,,,,,,,,,,,308.0,,19.0,,31.0,,,,16.0,,9.0,,,,,,,
35030370010002,429,54.7,76.7,662.5,177,62.0,7.0,71.0,13.0,12.0,,,,,,,,,,173.0,,,,5.0,,20,,,,,,,8.0,,,,,,,,,,,,,,,,24.0,,,,49.0,11.0,,,,,,,,13.0,,,,
35030370010003,472,53.8,120.2,546.9,198,50.0,28.0,77.0,18.0,14.0,,,,,,,,,,195.0,,,,8.0,,28,,,6.0,,,,,,,,,,,,,,,,,,15.0,,113.0,,33.0,21.0,,,5.0,,,,,,18.0,18.0,,,,
35030370010004,524,54.7,67.5,718.5,222,68.0,12.0,99.0,10.0,13.0,,,,6.0,,,6.0,,,222.0,,,,8.0,,21,,,6.0,,,,5.0,,,,,,,,,,,,5.0,,,,53.0,,,,11.0,,6.0,,,,,,,,,,8.0,
35030370010005,494,54.7,54.8,818.2,202,55.0,26.0,80.0,19.0,10.0,,,,,,,,,,197.0,,,5.0,28.0,,84,,13.0,23.0,,,,13.0,,7.0,,,,,,,,,,13.0,,15.0,163.0,252.0,,16.0,18.0,27.0,108.0,17.0,,,,5.0,,15.0,,,,21.0,
35030370020001,498,52.2,124.9,423.3,198,72.0,22.0,56.0,17.0,14.0,,,,5.0,,,,,,196.0,,,,11.0,,29,,,13.0,,,,5.0,,,,,,,,,,,,,,,12.0,33.0,,11.0,,7.0,,5.0,,,,,,,,,,,
35030380010001,424,59.3,66.7,1307.1,213,82.0,29.0,61.0,11.0,14.0,5.0,,5.0,,,,,,,213.0,,,,7.0,,9,,,,,,,,,,,,,,,,,,,,,20.0,,7.0,,,,6.0,,,,,,,,,18.0,,,,
35030380020001,710,52.6,113.4,372.3,320,122.0,31.0,130.0,17.0,11.0,,,,,,,,,,288.0,,29.0,,9.0,,24,,,,,,,7.0,,6.0,,,,,,,,,,5.0,,,,27.0,,,,7.0,,10.0,,9.0,,,,,16.0,,,5.0,
35030380030001,568,57.3,93.7,1376.5,284,126.0,33.0,72.0,22.0,17.0,,,,,,,,,,277.0,,,7.0,9.0,,46,,,8.0,,,,14.0,,7.0,,,,,,,,5.0,,,,10.0,,17.0,,,,17.0,,11.0,5.0,15.0,,,,24.0,,28.0,,,
35030380040001,647,59.1,82.4,1010.7,336,122.0,41.0,114.0,20.0,20.0,,,,6.0,,5.0,,,,335.0,,,,,,19,,,7.0,,,,,,,,,,,,,,,,6.0,,,,1199.0,,,,,,,,,,5.0,61.0,,,,,6.0,
35030380040002,565,55.1,106.2,533.3,260,82.0,26.0,116.0,11.0,13.0,,,,,,,,,,258.0,,,,6.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35030390010001,382,55.3,124.8,1015.4,173,75.0,13.0,51.0,15.0,,,,,,,,,,,156.0,,14.0,,12.0,,28,,,16.0,,,,,,,,,,,,,,,,,,,,134.0,,,,5.0,,,,,,,,,38.0,,,,
35030390020001,638,53.5,177.7,703.0,259,105.0,26.0,77.0,17.0,15.0,,,8.0,,,,,,7.0,244.0,,,8.0,15.0,,119,,,11.0,,,,35.0,,24.0,,,,,,,6.0,7.0,,21.0,,,,22.0,,,7.0,49.0,,40.0,,18.0,,,,24.0,18.0,28.0,,25.0,
35030390020002,474,52.8,76.9,487.9,194,77.0,11.0,59.0,18.0,15.0,,,,,,,,,,192.0,,,,11.0,,43,,,6.0,,,,17.0,,10.0,,,,,,,,,,5.0,,,,52.0,,,,45.0,23.0,116.0,,,,,,,,21.0,,8.0,
35030390030001,477,56.2,48.5,1321.4,239,96.0,14.0,79.0,19.0,13.0,,,,,,,,,,219.0,16.0,,,,,21,,,5.0,,,,,,,,,,,,,,,,6.0,,,,24.0,,,,7.0,,6.0,,,,,,,,,,9.0,
35030390030002,439,51.8,117.7,573.1,189,44.0,61.0,50.0,17.0,9.0,,,,,,,,,,140.0,47.0,,,,,17,,,,,,,6.0,,,,,,,,,,,,,,,,30.0,,,,7.0,,,,,,,,,,,,,
35030390030101,355,21.0,11247.9,0.0,105,16.0,27.0,29.0,,,14.0,,19.0,,,,,,,,105.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35030390040001,461,54.3,45.1,567.9,208,96.0,10.0,49.0,10.0,18.0,,,,,,7.0,6.0,,,208.0,,,,,,13,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,8.0,,9.0,,,,,,,,,,5.0,
35030400010001,458,52.5,155.5,510.3,175,54.0,28.0,48.0,12.0,10.0,,5.0,,,7.0,,5.0,,,172.0,,,,8.0,,28,,,6.0,,,,,,12.0,,,,,,,,,,,,,,19.0,,,,7.0,,29.0,,,,,,17.0,,,,,
35030400010002,420,54.3,136.1,1262.5,92,41.0,11.0,17.0,6.0,7.0,,,,,,,,,,91.0,,,,8.0,,38,,,12.0,,,,,,,,,,,,,,,,8.0,,7.0,,94.0,,,13.0,9.0,9.0,12.0,,,,,,,,48.0,,11.0,
35030400010003,476,48.6,1505.6,270.2,174,31.0,47.0,50.0,8.0,,,20.0,,,,7.0,,,,98.0,29.0,40.0,7.0,6.0,,36,,,5.0,,,,11.0,,5.0,,,,,,,,,,7.0,,,,15.0,,,5.0,16.0,7.0,7.0,,5.0,,,,15.0,,,,9.0,
35030400010004,430,50.2,1105.6,531.8,158,49.0,14.0,75.0,5.0,6.0,,,,,,,,,27.0,112.0,17.0,,,,,35,,,,,,,9.0,,10.0,,,,,,,5.0,,,,,,,35.0,,,,18.0,,12.0,,,,,,,38.0,8.0,,9.0,
35030400010005,503,47.6,52.0,436.7,232,51.0,54.0,62.0,13.0,13.0,7.0,,7.0,10.0,,,,,,165.0,64.0,,,9.0,,13,,,,,,,,,,,,,,,,,,,,,,,22.0,,,14.0,,,5.0,,,,,,,,,,10.0,
35030400010006,469,49.5,2762.9,323.7,168,32.0,40.0,89.0,,,,,,,,,,,8.0,54.0,53.0,39.0,14.0,18.0,,118,,,8.0,,,,41.0,,30.0,,,,,,,,,,21.0,,,,11.0,,,8.0,72.0,,35.0,19.0,24.0,,,,8.0,8.0,16.0,,26.0,
35030400010007,393,55.4,76.4,964.3,174,60.0,14.0,53.0,16.0,11.0,,5.0,,,5.0,,,,,168.0,,,6.0,12.0,,28,,,,,,,,,15.0,,,,,,,,,,,,,,19.0,,,,8.0,,34.0,,,,,,,,7.0,7.0,,
35030400010008,467,50.4,202.0,321.1,157,43.0,11.0,92.0,,,,,,,,,,,,89.0,62.0,,6.0,23.0,,112,,,18.0,,,8.0,42.0,,17.0,,,,,,,,5.0,,13.0,,15.0,,112.0,,,53.0,106.0,136.0,27.0,,,5.0,,,,,28.0,,14.0,
35030400010009,509,39.4,142.7,555.0,127,35.0,22.0,26.0,13.0,,,7.0,,6.0,7.0,,5.0,,,124.0,,,,9.0,,28,,,,,,,,,11.0,,,,,,,,,,,,,,10.0,,,9.0,5.0,,20.0,,,,,,,111.0,,19.0,,
35030400010010,390,27.9,483.6,363.6,50,18.0,,8.0,,,,,,,,,5.0,,,49.0,,,,5.0,,14,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,5.0,,20.0,,,,,,,81.0,,7.0,,
35030400010101,658,23.8,12753.6,5.8,217,48.0,169.0,,,,,,,,,,,,,,217.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,
35030400010401,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030410010001,490,58.2,92.2,1393.8,201,85.0,36.0,39.0,14.0,16.0,,,,,,,,,,197.0,,,,6.0,,28,,,7.0,,,,9.0,7.0,,,,,,,,,,,,,,,60.0,,,,31.0,40.0,9.0,,,,,,,,9.0,,,
35030410020001,594,57.7,48.6,1122.7,260,125.0,12.0,68.0,21.0,15.0,,,8.0,,,,,,,252.0,,,8.0,16.0,,101,,,13.0,,,,70.0,,6.0,,,,,,,,,,6.0,,,,189.0,,,,129.0,,18.0,,,8.0,,,,19.0,,15.0,25.0,
35030410030001,413,57.1,103.8,1418.2,180,78.0,20.0,48.0,12.0,10.0,,,,,,5.0,,,,176.0,,,,12.0,,38,,,23.0,,,,,,,,,,,,,,,,,,,,790.0,,,18.0,6.0,,12.0,,,,,,,,13.0,,25.0,
35030410030002,453,53.7,151.3,436.1,168,59.0,18.0,50.0,13.0,13.0,,,,,,5.0,,,,162.0,,,6.0,6.0,,65,,,20.0,,,,12.0,,6.0,,,,,,,,7.0,,5.0,,,,397.0,,,7.0,27.0,,12.0,,17.0,28.0,,15.0,26.0,35.0,76.0,,7.0,
35030410030003,495,56.8,105.3,990.5,214,81.0,30.0,77.0,10.0,6.0,,,,,,,,,,211.0,,,,12.0,,29,,,15.0,,,,9.0,,,,,,,,,,,,,,,,175.0,,,,52.0,,5.0,,,,,,,,,,,
35030410040001,675,55.5,67.7,697.3,270,136.0,33.0,66.0,17.0,8.0,,,,,,,,,,254.0,,,16.0,22.0,,57,,,28.0,,,,10.0,,,,,,,,,,,,6.0,,11.0,,179.0,,7.0,,26.0,9.0,11.0,,,,,20.0,,,,,13.0,
35030410040002,710,57.0,166.6,1034.5,241,114.0,51.0,53.0,9.0,8.0,,,,,,,,,,201.0,,,40.0,42.0,,44,,,6.0,,,,12.0,,,,,,,,,,,,11.0,,13.0,,36.0,,32.0,38.0,27.0,,,,,,,,,24.0,7.0,,52.0,
35030410050001,512,56.2,185.6,600.0,172,93.0,30.0,34.0,7.0,7.0,,,,,,,,,,147.0,,,25.0,29.0,,27,,,6.0,,,,6.0,,,,,,,,,,,,5.0,,6.0,,24.0,,12.0,,41.0,16.0,,,8.0,,86.0,,,,36.0,,12.0,
35030420010001,786,50.8,200.6,464.7,312,87.0,45.0,131.0,16.0,11.0,5.0,,,5.0,5.0,,,,,285.0,25.0,,,8.0,,59,,,21.0,,,5.0,15.0,,,,,,,,,,,,8.0,,44.0,,256.0,,46.0,58.0,52.0,13.0,5.0,,,,,,,,,,31.0,
35030420010101,742,40.3,22583.2,71.3,368,,,,368.0,,,,,,,,,,,,368.0,,,,,26,,,,,,,,,10.0,,,,,,,,,,6.0,,,,,,,9.0,6.0,,17.0,,,10.0,,,,,,,8.0,
35030420020001,369,55.4,138.2,1015.4,155,67.0,11.0,30.0,25.0,8.0,,5.0,,,,,,,,150.0,,,5.0,,,11,,,,,,,,,,,,,,,,,,,5.0,,,,7.0,,,5.0,,,,,5.0,,,,,15.0,,,14.0,
35030420020002,420,54.4,127.1,1291.7,166,68.0,28.0,26.0,16.0,11.0,5.0,,,,,,,,,165.0,,,,14.0,,39,,,16.0,,,,8.0,,5.0,,,,,,,,,,,,,,185.0,,14.0,6.0,13.0,,12.0,,,,,,,,,,,
35030420020003,396,54.2,79.4,800.0,170,82.0,13.0,36.0,9.0,6.0,,5.0,8.0,,,,,,,168.0,,,,,,33,,,14.0,,,,11.0,,,,,,,,,,,,,,,,98.0,,,,18.0,,,,,,,,,10.0,15.0,,,
35030420020004,459,57.1,48.8,808.3,220,98.0,31.0,57.0,16.0,6.0,5.0,,,,,,,,,218.0,,,,,,19,,,,,,,11.0,,,,,,,,,,,,,,,,13.0,,,7.0,22.0,,,,,,,,,,,,,
35030420030001,646,49.2,269.9,310.2,231,88.0,33.0,74.0,10.0,13.0,6.0,,,,,,,,,200.0,27.0,,,6.0,,29,,,7.0,,,,10.0,,5.0,,,,,,,,,,,,,,14.0,,,,24.0,,14.0,6.0,,,,,,,44.0,,,
35030420030002,574,51.8,231.9,384.0,236,100.0,23.0,71.0,13.0,11.0,,,,,,,,,,226.0,,7.0,,,,45,,,11.0,,,,9.0,,,,,,,,,,,,,,8.0,,51.0,,,18.0,19.0,,12.0,,9.0,,,,23.0,23.0,33.0,,9.0,
35030430010001,406,51.2,80.2,508.3,148,41.0,18.0,47.0,9.0,13.0,,,,,,,5.0,,,148.0,,,,14.0,,45,,,23.0,,,,5.0,,5.0,,,,,,,,,,5.0,,,,446.0,,,,17.0,,10.0,,,,,,,12.0,25.0,5.0,5.0,
35030430010002,425,51.5,103.8,454.8,182,62.0,17.0,59.0,12.0,14.0,,,,5.0,,,,,,180.0,,,,10.0,,39,,,10.0,,,,7.0,,8.0,,,,,,,,,,5.0,,32.0,,553.0,,,,23.0,27.0,16.0,,,,,,,,9.0,,7.0,
35030430010003,454,50.9,144.1,375.0,169,35.0,24.0,45.0,25.0,11.0,,10.0,10.0,,,,,,,151.0,,12.0,6.0,11.0,,62,,,17.0,,,5.0,16.0,,8.0,,,,,,,,,,,,,,152.0,,,9.0,30.0,7.0,15.0,,12.0,,,,5.0,,21.0,,,
35030430010004,568,57.1,91.2,1316.7,184,42.0,16.0,72.0,22.0,10.0,,7.0,,5.0,,,,,,183.0,,,,7.0,,27,,,5.0,,,,10.0,,,,,,,,,,,,,,,,32.0,,,5.0,35.0,,,,,,,,12.0,45.0,84.0,,,
35030430010005,641,55.3,134.6,875.9,270,110.0,23.0,75.0,16.0,12.0,5.0,5.0,5.0,6.0,5.0,,,,,269.0,,,,,,17,,,,,,5.0,7.0,,,,,,,,,,,,,,,,,,,62.0,28.0,,,,,,,,,,,,,
35030440010001,427,57.5,76.2,963.2,203,85.0,20.0,71.0,15.0,,,,,,,,,,,201.0,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,
35030440020001,511,56.6,145.5,650.0,231,104.0,27.0,61.0,19.0,6.0,,,,,,,,,,228.0,,,,,,25,,,,,,,,,,,,,,,,,,,7.0,,,,12.0,,,,6.0,,,,5.0,,,,19.0,14.0,,,7.0,
35030440020002,610,57.2,80.9,906.9,274,98.0,29.0,104.0,19.0,11.0,,,,,,,,,,269.0,,,5.0,7.0,,11,,,,,,,,,,,,,,,,,,,,,74.0,,13.0,,,,6.0,,,,,,,,,,,,,
