,code,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_ar_001,ho_ar_002,ho_ar_003,ho_ar_004,ho_ar_005,ho_ar_006,ho_ar_007,ho_ar_008,ho_ar_009,ho_ar_999,1970s,1980s,1990s,2000-2004,2005-2009,2010-2014,2015-2020,no_yr_data,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bnu_999,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999,do_index,si_index,dong_index,fire_count
402,35011690050803,534,32.9,63085.7,20.7,142,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,18.0,0.0,0.0,0.0,35,11,690,
403,35011690050804,521,33.9,78294.6,21.1,144,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,35,11,690,
404,35011690060001,48,44.1,323.6,116.7,18,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,23.0,0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,6.0,19.0,0.0,35,11,690,
405,35011690060101,620,33.3,61416.2,23.7,180,0.0,0.0,18.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,35,11,690,
406,35011690060102,511,31.9,103592.1,22.4,160,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,690,
407,35011700010001,663,40.0,8066.0,77.7,181,0.0,0.0,6.0,83.0,37.0,18.0,19.0,9.0,6.0,0.0,45.0,86.0,13.0,0.0,0.0,24.0,0,0.0,0.0,87.0,29.0,56.0,9.0,0.0,0.0,179,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,10.0,7.0,38.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,216.0,0.0,43.0,0.0,11.0,11.0,0.0,0.0,0.0,13.0,139.0,16.0,64.0,0.0,35,11,700,2.0
408,35011700010002,419,40.9,17816.2,113.2,143,0.0,35.0,0.0,58.0,34.0,0.0,7.0,0.0,0.0,0.0,7.0,89.0,9.0,28.0,0.0,40.0,0,0.0,0.0,51.0,90.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,35,11,700,
409,35011700010003,754,43.4,1969.7,157.7,212,0.0,0.0,41.0,71.0,36.0,26.0,21.0,7.0,6.0,0.0,44.0,38.0,37.0,40.0,9.0,12.0,0,0.0,11.0,164.0,0.0,33.0,0.0,0.0,0.0,47,0.0,0.0,6.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,0.0,0.0,19.0,29.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,22.0,5.0,89.0,0.0,35,11,700,
410,35011700010004,259,41.4,7545.7,129.7,68,0.0,0.0,0.0,37.0,7.0,8.0,5.0,8.0,0.0,0.0,35.0,27.0,5.0,0.0,9.0,58.0,0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,8.0,0.0,35,11,700,
411,35011700010005,469,34.0,8029.1,30.8,122,0.0,0.0,0.0,93.0,5.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,16.0,93.0,8.0,0.0,0,0.0,0.0,36.0,84.0,0.0,0.0,0.0,0.0,83,0.0,0.0,6.0,0.0,0.0,9.0,21.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,17.0,0.0,0.0,0.0,25.0,0.0,0.0,117.0,54.0,0.0,23.0,0.0,0.0,11.0,44.0,0.0,0.0,11.0,17.0,0.0,33.0,0.0,35,11,700,
412,35011700010006,1176,45.3,16684.9,218.3,369,0.0,0.0,8.0,133.0,43.0,133.0,32.0,18.0,0.0,0.0,0.0,53.0,112.0,0.0,0.0,0.0,0,0.0,0.0,178.0,121.0,67.0,0.0,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,40.0,0.0,13.0,6.0,0.0,7.0,16.0,30.0,21.0,5.0,0.0,0.0,13.0,0.0,35,11,700,
413,35011700010007,410,39.5,8264.2,81.7,89,0.0,0.0,12.0,17.0,10.0,16.0,16.0,13.0,0.0,0.0,16.0,56.0,9.0,0.0,17.0,42.0,0,0.0,0.0,83.0,0.0,0.0,6.0,0.0,0.0,63,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,34.0,0.0,8.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,17.0,0.0,27.0,0.0,35,11,700,
414,35011700010008,558,43.3,7311.9,160.3,144,0.0,0.0,0.0,77.0,22.0,9.0,23.0,9.0,0.0,0.0,20.0,117.0,15.0,0.0,0.0,0.0,0,0.0,0.0,93.0,50.0,0.0,0.0,0.0,0.0,173,0.0,0.0,13.0,0.0,0.0,0.0,67.0,0.0,26.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,18.0,0.0,20.0,0.0,0.0,0.0,24.0,0.0,0.0,10.0,223.0,0.0,75.0,0.0,29.0,10.0,0.0,19.0,0.0,11.0,175.0,10.0,22.0,0.0,35,11,700,1.0
415,35011700010201,645,42.7,55669.0,147.0,194,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,35,11,700,
416,35011700010301,1316,36.4,24622.5,59.9,584,0.0,0.0,443.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,584.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,700,1.0
417,35011700010302,1409,35.2,23679.9,48.3,563,0.0,0.0,248.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,563.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,35,11,700,2.0
418,35011700010401,505,36.6,53122.0,42.0,150,0.0,0.0,0.0,66.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,700,
419,35011700010402,633,34.7,81233.6,48.6,215,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,700,
420,35011700010601,768,35.6,67573.4,44.7,245,0.0,0.0,30.0,174.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,35,11,700,
421,35011700010602,561,34.2,93822.2,32.1,186,0.0,0.0,61.0,85.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,35,11,700,
422,35011700010603,582,35.2,63761.0,34.2,184,0.0,0.0,48.0,98.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,700,
423,35011700010701,874,37.9,68955.7,61.7,295,0.0,0.0,119.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,0.0,0.0,0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,700,
424,35011700010702,559,36.8,83105.2,51.6,199,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,700,
425,35011700011001,802,40.5,55797.4,102.9,268,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,35,11,700,
426,35011700011002,609,40.3,47039.5,96.2,205,0.0,0.0,0.0,147.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,700,
427,35011700011003,705,41.6,51808.8,113.4,239,0.0,0.0,0.0,179.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,35,11,700,
428,35011710010001,718,37.3,16662.1,50.0,107,0.0,0.0,0.0,15.0,7.0,10.0,19.0,32.0,21.0,0.0,0.0,13.0,93.0,0.0,0.0,0.0,0,0.0,12.0,88.0,0.0,0.0,7.0,0.0,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,26.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,31.0,0.0,46.0,0.0,0.0,7.0,0.0,19.0,0.0,0.0,6.0,0.0,28.0,0.0,35,11,710,
429,35011710010002,639,37.4,15340.8,70.6,264,0.0,0.0,124.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,256.0,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,91.0,0.0,5.0,30.0,0.0,24.0,40.0,0.0,7.0,14.0,5.0,0.0,6.0,0.0,0.0,14.0,0.0,35,11,710,
430,35011710010003,679,39.8,13288.1,89.5,151,0.0,0.0,5.0,71.0,14.0,9.0,20.0,29.0,0.0,0.0,5.0,86.0,43.0,5.0,0.0,0.0,0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,8.0,0.0,35,11,710,
431,35011710010004,806,37.3,9043.8,60.4,224,0.0,0.0,78.0,82.0,15.0,14.0,15.0,10.0,6.0,0.0,0.0,141.0,29.0,0.0,0.0,0.0,0,0.0,12.0,83.0,0.0,116.0,13.0,0.0,0.0,127,0.0,0.0,7.0,0.0,0.0,7.0,52.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,98.0,0.0,39.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,13.0,8.0,54.0,0.0,35,11,710,
432,35011710010005,555,37.7,7788.9,61.4,184,0.0,0.0,83.0,78.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,145.0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,141.0,41.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,5.0,0.0,35,11,710,
433,35011710010006,651,39.0,14972.1,71.3,97,0.0,0.0,0.0,0.0,6.0,16.0,16.0,43.0,14.0,0.0,0.0,6.0,87.0,0.0,0.0,0.0,0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,119,0.0,0.0,5.0,0.0,0.0,8.0,32.0,0.0,27.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,80.0,53.0,0.0,58.0,0.0,18.0,7.0,37.0,145.0,352.0,0.0,7.0,0.0,26.0,0.0,35,11,710,
434,35011710010007,680,37.5,19710.9,57.5,99,0.0,0.0,0.0,0.0,0.0,15.0,26.0,41.0,12.0,0.0,0.0,9.0,92.0,0.0,0.0,0.0,0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,51,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,40.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,10.0,0.0,29.0,0.0,35,11,710,
435,35011710010008,903,51.0,17490.4,393.5,146,0.0,0.0,27.0,64.0,13.0,5.0,10.0,17.0,10.0,0.0,0.0,109.0,28.0,0.0,0.0,0.0,0,0.0,0.0,64.0,0.0,79.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,8.0,6.0,0.0,0.0,17.0,35.0,0.0,57.0,0.0,14.0,8.0,13.0,179.0,0.0,5.0,40.0,7.0,34.0,0.0,35,11,710,
436,35011710010009,37,41.7,3039.1,50.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,225.0,0.0,0.0,0.0,35,11,710,
437,35011710010101,417,43.0,43095.8,118.4,141,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,710,
438,35011710010501,626,36.6,34492.2,44.4,234,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,710,
439,35011710010601,682,35.2,42820.5,31.1,227,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,35,11,710,
440,35011710010701,765,37.8,48120.4,55.3,235,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,35,11,710,
441,35011710010801,425,36.9,35128.6,45.5,132,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,5.0,0.0,35,11,710,
442,35011710010901,635,34.8,34722.8,31.9,218,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,710,
443,35011710011001,425,40.4,26071.9,76.8,144,0.0,0.0,0.0,136.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,710,
444,35011710011201,572,35.3,42306.4,49.5,213,0.0,0.0,41.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,35,11,710,
445,35011710011202,239,35.8,33632.1,64.5,92,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,35,11,710,
446,35011710020001,448,41.0,28252.8,103.4,140,0.0,0.0,0.0,94.0,31.0,5.0,0.0,5.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,124.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,710,
447,35011710020002,539,40.3,15234.7,91.4,109,0.0,0.0,0.0,13.0,15.0,20.0,26.0,30.0,5.0,0.0,0.0,90.0,19.0,0.0,0.0,0.0,0,0.0,0.0,104.0,0.0,0.0,5.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,12.0,5.0,8.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,11.0,0.0,35,11,710,
448,35011710020003,486,40.3,8250.9,95.2,91,0.0,0.0,0.0,0.0,7.0,18.0,28.0,27.0,9.0,0.0,0.0,76.0,12.0,0.0,0.0,0.0,0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,11.0,5.0,0.0,0.0,0.0,6.0,0.0,35.0,36.0,0.0,0.0,0.0,35,11,710,
