,code,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_ar_001,ho_ar_002,ho_ar_003,ho_ar_004,ho_ar_005,ho_ar_006,ho_ar_007,ho_ar_008,ho_ar_009,ho_ar_999,1970s,1980s,1990s,2000-2004,2005-2009,2010-2014,2015-2020,no_yr_data,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bnu_999,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999,do_index,si_index,dong_index,fire_count
15,35011610010002,643,42.6,545.8,162.9,214,0.0,13.0,17.0,35.0,115.0,15.0,11.0,0.0,0.0,0.0,43.0,23.0,16.0,11.0,0.0,112.0,0,0.0,0.0,107.0,97.0,9.0,0.0,0.0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,17.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,18.0,0.0,35,11,610,
16,35011610010003,750,41.9,12134.1,106.0,242,0.0,7.0,99.0,53.0,27.0,35.0,11.0,9.0,0.0,0.0,78.0,113.0,7.0,0.0,0.0,0.0,0,0.0,0.0,144.0,80.0,15.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0,7.0,17.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,88.0,32.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,15.0,0.0,35,11,610,1.0
17,35011610010004,758,44.1,4981.5,178.2,216,0.0,19.0,24.0,65.0,37.0,25.0,31.0,6.0,8.0,0.0,79.0,18.0,45.0,13.0,0.0,0.0,0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,43,0.0,0.0,9.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,17.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,40.0,16.0,0.0,7.0,0.0,35,11,610,2.0
18,35011610010005,550,44.3,10858.8,168.7,162,0.0,12.0,20.0,46.0,30.0,21.0,25.0,6.0,0.0,0.0,67.0,21.0,32.0,17.0,11.0,0.0,0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,47,0.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,16.0,0.0,11.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,9.0,0.0,17.0,0.0,35,11,610,
19,35011610010006,174,43.7,153.1,157.1,59,0.0,6.0,11.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,6.0,0.0,0.0,0.0,0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,35,11,610,
20,35011610010007,673,43.0,10478.1,144.3,257,0.0,10.0,193.0,25.0,12.0,5.0,7.0,0.0,0.0,0.0,28.0,153.0,9.0,0.0,0.0,0.0,0,0.0,0.0,73.0,183.0,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,28.0,11.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,11.0,0.0,35,11,610,
21,35011610010008,822,34.2,61818.3,37.8,406,0.0,364.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,128.0,0.0,0.0,0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,35,11,610,1.0
22,35011610010009,623,42.5,7483.8,141.9,203,0.0,7.0,77.0,69.0,16.0,17.0,9.0,7.0,0.0,0.0,51.0,119.0,0.0,0.0,13.0,0.0,0,0.0,0.0,79.0,93.0,29.0,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,291.0,0.0,15.0,0.0,35,11,610,3.0
23,35011610010010,791,42.0,8685.3,138.7,293,0.0,0.0,158.0,60.0,31.0,30.0,11.0,0.0,0.0,0.0,15.0,240.0,0.0,0.0,0.0,0.0,0,0.0,0.0,42.0,197.0,54.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,610,
24,35011610010011,568,37.5,43305.7,56.0,196,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,610,
25,35011610010012,918,44.6,21753.3,231.2,336,0.0,0.0,78.0,206.0,23.0,11.0,10.0,6.0,0.0,0.0,141.0,114.0,9.0,0.0,0.0,0.0,0,0.0,0.0,109.0,227.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,610,
26,35011610010501,719,36.5,49081.8,51.5,260,0.0,19.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,116.0,0.0,0.0,0.0,0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,610,
27,35011610010601,735,34.0,90630.8,28.2,221,0.0,0.0,120.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,610,
28,35011610010901,539,37.0,99403.9,55.6,192,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,610,
29,35011610011001,696,35.2,42468.5,29.5,231,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,610,
30,35011610011002,549,36.1,34512.3,34.9,192,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,35,11,610,
31,35011610011101,679,39.2,74863.3,89.8,242,0.0,0.0,161.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,610,
32,35011620010001,257,42.0,5954.3,131.0,57,0.0,0.0,0.0,9.0,10.0,5.0,8.0,15.0,9.0,0.0,0.0,18.0,35.0,0.0,0.0,0.0,0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,16.0,0.0,0.0,0.0,32.0,0.0,0.0,31.0,57.0,0.0,25.0,0.0,16.0,0.0,8.0,8.0,0.0,7.0,136.0,6.0,23.0,0.0,35,11,620,
33,35011620010002,609,39.2,8283.2,98.8,203,0.0,0.0,70.0,103.0,10.0,8.0,6.0,0.0,0.0,0.0,29.0,5.0,124.0,13.0,12.0,56.0,0,0.0,13.0,53.0,135.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,23.0,0.0,35,11,620,
34,35011620010003,981,37.8,11880.3,63.8,182,0.0,0.0,38.0,39.0,16.0,20.0,16.0,25.0,26.0,0.0,0.0,30.0,67.0,8.0,0.0,0.0,0,0.0,0.0,145.0,0.0,34.0,0.0,0.0,0.0,89,0.0,0.0,5.0,0.0,0.0,9.0,22.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,10.0,0.0,0.0,47.0,55.0,0.0,28.0,0.0,0.0,0.0,11.0,187.0,0.0,72.0,27.0,0.0,38.0,0.0,35,11,620,
35,35011620010004,367,40.1,4417.3,116.0,83,0.0,11.0,0.0,25.0,14.0,9.0,10.0,6.0,5.0,0.0,10.0,23.0,11.0,33.0,0.0,13.0,0,0.0,0.0,54.0,0.0,24.0,5.0,0.0,0.0,103,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,192.0,0.0,81.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,44.0,12.0,32.0,0.0,35,11,620,3.0
36,35011620010005,496,37.0,6281.3,72.3,128,0.0,0.0,52.0,53.0,6.0,0.0,0.0,0.0,9.0,0.0,5.0,63.0,5.0,62.0,0.0,0.0,0,0.0,0.0,43.0,81.0,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,15.0,0.0,40.0,82.0,0.0,0.0,0.0,18.0,9.0,12.0,256.0,8.0,16.0,0.0,35,11,620,
37,35011620010006,229,58.1,1662.7,972.7,27,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0,0.0,0.0,18.0,0.0,0.0,9.0,6.0,0.0,292,0.0,0.0,0.0,0.0,0.0,6.0,42.0,0.0,169.0,0.0,6.0,0.0,5.0,0.0,0.0,11.0,13.0,11.0,22.0,0.0,0.0,0.0,12.0,0.0,0.0,436.0,133.0,0.0,600.0,37.0,47.0,0.0,28.0,0.0,39.0,31.0,161.0,19.0,95.0,0.0,35,11,620,3.0
38,35011620010007,522,33.3,9100.3,62.3,70,0.0,0.0,0.0,19.0,13.0,6.0,5.0,5.0,16.0,0.0,9.0,0.0,21.0,92.0,24.0,33.0,0,0.0,0.0,54.0,0.0,12.0,0.0,0.0,0.0,43,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,7.0,38.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1277.0,0.0,35.0,0.0,35,11,620,
39,35011620010008,778,37.9,13307.7,67.5,143,0.0,0.0,21.0,22.0,11.0,16.0,16.0,35.0,22.0,0.0,13.0,21.0,101.0,13.0,0.0,0.0,0,0.0,28.0,106.0,0.0,6.0,0.0,0.0,0.0,53,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,38.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,64.0,0.0,16.0,0.0,35,11,620,
40,35011620010009,574,37.6,1351.0,287.2,72,0.0,0.0,17.0,29.0,9.0,6.0,7.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0,0.0,9.0,0,0.0,22.0,43.0,0.0,5.0,0.0,0.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,25.0,6.0,21.0,0.0,22.0,13.0,0.0,412.0,207.0,0.0,5.0,0.0,35,11,620,1.0
41,35011620010010,616,36.2,26526.2,51.2,178,0.0,0.0,59.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,5.0,57.0,49.0,0,0.0,0.0,5.0,173.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,620,
42,35011620010101,857,43.5,42654.3,169.2,259,0.0,0.0,0.0,0.0,0.0,64.0,153.0,42.0,0.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,35,11,620,
43,35011620010201,0,0.0,0.0,0.0,0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,164.0,0,0.0,,,,,,,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,11,620,
44,35011620010202,0,0.0,0.0,0.0,0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,155.0,0,0.0,,,,,,,1.0,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,35,11,620,
