,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_013,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bnu_999,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35510110050501,634,32.8,79597.9,30.1,213,,,,,,213.0,,,,,,,,,,,213.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35510110050502,829,32.4,125220.4,22.4,280,,,,,,280.0,,,,,,,,,,,280.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510110060001,418,50.0,90.0,348.6,163,25.0,8.0,20.0,26.0,25.0,26.0,12.0,10.0,,5.0,,,,,,162.0,,,,,,31,,,,,,,13.0,5.0,,,,,,,,,,,,,9.0,,9.0,,,23.0,78.0,19.0,,,,,,,,,10.0,,,
35510110060002,440,48.3,206.5,275.5,154,23.0,5.0,17.0,13.0,39.0,24.0,17.0,,,,,,,,,154.0,,,,,,21,,,,,,,9.0,,,,,,,,,,,,,,,,5.0,,,,21.0,21.0,5.0,,,,,,,,,,,
35510110060003,493,47.6,236.2,267.8,177,30.0,14.0,15.0,24.0,30.0,27.0,26.0,,,,,,,,,177.0,,,,,,16,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,20.0,,14.0,,,,,,,27.0,,,7.0,
35510110070001,622,50.0,165.5,357.7,243,32.0,23.0,32.0,45.0,49.0,36.0,14.0,,,,,,,,,242.0,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,13.0,8.0,15.0,,,,,,,,,,,,,
35510120010001,637,34.9,11794.3,38.7,186,,,,5.0,108.0,62.0,,,,,,,,,,25.0,161.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120010002,254,41.4,1023.2,88.6,80,11.0,13.0,9.0,10.0,14.0,9.0,,,,8.0,,,,,,76.0,,,,,,214,,,12.0,,,,84.0,,41.0,,,,,,,10.0,12.0,,39.0,,,,66.0,17.0,,,181.0,,88.0,5.0,28.0,,,7.0,,89.0,61.0,9.0,64.0,
35510120010003,433,43.8,624.1,172.7,139,15.0,5.0,10.0,17.0,26.0,34.0,18.0,,,,,,,,,138.0,,,,,,46,,,,,,,14.0,,12.0,,,,,,,,,,,,,,6.0,,,,22.0,5.0,22.0,,,5.0,,,96.0,23.0,12.0,,14.0,
35510120010004,382,41.4,1416.3,106.3,112,6.0,8.0,10.0,13.0,18.0,33.0,5.0,,12.0,,,,,,,91.0,,21.0,,,,65,,,,,,,24.0,,11.0,,,,,,,5.0,7.0,,8.0,,,,7.0,,,20.0,40.0,11.0,25.0,,,7.0,,23.0,,12.0,88.0,36.0,9.0,
35510120010005,340,48.2,245.5,307.1,133,17.0,5.0,7.0,7.0,36.0,29.0,21.0,,,,,,,,,97.0,,33.0,,,,63,,,,,,,24.0,,8.0,,,,,,,,,5.0,13.0,,,,6.0,,,5.0,48.0,,15.0,,,,,,20.0,70.0,,11.0,21.0,
35510120010006,347,37.1,2110.2,55.4,93,8.0,,5.0,5.0,,,,58.0,,,,,,,,37.0,,56.0,,,,61,,,,,,,16.0,,14.0,,,8.0,,,,,,,10.0,,,,,,,,25.0,,25.0,,,14.0,,,24.0,58.0,108.0,,13.0,
35510120010101,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510120010102,4,36.3,271.4,0.0,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,
35510120010301,1,72.0,55.2,0.0,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510120010501,545,30.8,106281.3,18.2,184,,,,,,184.0,,,,,,,,,,,184.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120010801,846,32.7,89787.7,30.6,255,,,,,255.0,,,,,,,,,,,,255.0,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,
35510120011001,668,31.6,80954.1,24.7,215,,,,,,215.0,,,,,,,,,,,215.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35510120020001,386,44.6,201.6,176.9,136,11.0,13.0,11.0,20.0,21.0,33.0,16.0,5.0,,,,,,,,136.0,,,,,,14,,,,,,,8.0,,,,,,,,,,,,,,,,6.0,,,,18.0,,,,,,,,,21.0,,,,
35510120030001,113,44.1,1074.3,164.7,37,,,,,,6.0,23.0,,,,,,,,,37.0,,,,,,27,,,,,,,8.0,,,,,,,,,,,,5.0,,,,11.0,,,35.0,20.0,,5.0,,,,,,,,16.0,,6.0,
35510120030002,510,47.3,166.8,228.6,179,7.0,15.0,14.0,30.0,27.0,47.0,27.0,,,,,,,,,177.0,,,,,,25,,,,,,,5.0,,,,,,,,,,,,7.0,,,,9.0,,,,11.0,,17.0,,,,,,,,12.0,,14.0,
35510120030003,575,51.3,202.9,370.4,242,21.0,12.0,13.0,41.0,47.0,62.0,30.0,8.0,,,,,,,,242.0,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,
35510120030101,555,32.6,38145.8,36.0,230,,,,,,,,,,65.0,165.0,,,,,,230.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,
35510120030102,543,33.2,45751.0,35.3,236,,,,,,,,,,,236.0,,,,,,236.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510120030103,715,29.4,42253.6,20.8,248,,,,,,,,,,248.0,,,,,,,248.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,
35510120030104,656,27.7,61454.7,13.9,217,,,,,,,,,,137.0,80.0,,,,,,217.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510120040101,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,
35510120040102,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120040103,2,66.5,12.4,0.0,1,,,,,,,,,,,,,,,,,,,,,,15,,,8.0,,,,,,,,,,,,,,,,,,,,267.0,,,35.0,,,,,,8.0,6.0,,,,,,,
35510120050101,337,24.9,27057.8,5.1,106,,,,,,,,,,,,106.0,,,,,106.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510120050102,364,28.3,52476.6,5.6,134,,,,,,,,,,,,134.0,,,,,134.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510120050103,319,25.4,825.0,3.5,96,,,,,,,,,,,,96.0,,,,,96.0,,,,,24,,,22.0,,,,,,,,,,,,,,,,,,,,805.0,,,,5.0,,,,,,,,,,,,,
35510120050104,400,26.9,47948.3,11.3,120,,,,,,,,,,,,120.0,,,,,120.0,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,11.0,,,,,21.0,,5.0,
35510120060001,13,37.1,36.3,50.0,3,,,,,,,,,,,,,,,,,,,,,,174,,,23.0,,,,25.0,6.0,82.0,,,,,,,5.0,6.0,10.0,8.0,,,,989.0,,,26.0,78.0,26.0,261.0,,,,8.0,,,11.0,116.0,23.0,13.0,
35510120060002,37,30.6,677.2,0.0,11,,,,,,,,,,,,,,,,10.0,,,,,,65,,,,,,,14.0,,27.0,,,6.0,,,,,,,10.0,,,,9.0,,,,32.0,,70.0,,,7.0,,,,9.0,7.0,,17.0,
35510120060003,28,36.5,839.2,28.6,6,,,,,,,,,,,,,,,,6.0,,,,,,55,,,,,,,,,28.0,,,5.0,,,,5.0,,5.0,5.0,,,,,,,23.0,7.0,,64.0,,,5.0,,,,9.0,,7.0,5.0,
35510120060101,686,27.4,66122.6,7.1,190,,,,,,,,190.0,,,,,,,,,190.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510120060102,501,27.5,55053.8,11.7,152,,,,,,,,152.0,,,,,,,,,152.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,
35510120060103,615,28.1,49247.4,8.6,193,,,,,,,,193.0,,,,,,,,,193.0,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,13.0,,,,,,,6.0,
35510120060104,615,28.0,69703.2,9.2,177,,,,,,,,177.0,,,,,,,,,177.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,
35510120070001,30,37.8,69.1,62.5,7,,,,,,,,,,,,,,,,7.0,,,,,,85,,,9.0,,,,14.0,,16.0,,,,,,,29.0,,,,,,,533.0,,,,30.0,,44.0,239.0,16.0,,22.0,,50.0,204.0,11.0,,7.0,
35510120070101,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,
35510120070102,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,15.0,,,
35510120070103,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510120070201,667,29.4,61784.3,11.0,193,,,,,,,,,193.0,,,,,,,,193.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510120070202,502,27.8,73649.6,12.6,134,,,,,,,,,134.0,,,,,,,,134.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510120070203,602,28.4,40308.5,10.3,172,,,,,,,,,172.0,,,,,,,,172.0,,,,,20,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,6.0,,5.0,,,11.0,,,,9.0,19.0,,5.0,
35510120070301,648,24.5,63849.3,2.9,201,,,,,,,,,,201.0,,,,,,,201.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,24.0,,,
35510120070302,463,24.9,45915.1,5.9,142,,,,,,,,,,142.0,,,,,,,142.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510120070303,693,26.4,45214.6,5.2,221,,,,,,,,,,221.0,,,,,,,221.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120080001,326,47.8,62.4,273.3,127,11.0,10.0,12.0,14.0,8.0,33.0,18.0,8.0,,,,5.0,,,,126.0,,,,21.0,,215,,,117.0,,,5.0,18.0,19.0,13.0,,,,6.0,17.0,,,,,8.0,,,,10786.0,,,25.0,67.0,256.0,45.0,,14.0,13.0,148.0,926.0,47.0,,14.0,,26.0,
35510120080002,769,47.8,124.7,413.0,314,33.0,15.0,33.0,39.0,60.0,71.0,28.0,7.0,6.0,15.0,,,,,22.0,278.0,,14.0,,5.0,,119,,,67.0,,,,16.0,6.0,10.0,,,,,,,,,,7.0,,,,2250.0,,,40.0,58.0,200.0,48.0,,,,,397.0,,,,,9.0,
35510120090001,266,37.4,134.9,221.1,77,9.0,,10.0,7.0,6.0,11.0,26.0,,,,,,,,,77.0,,,,,,35,,,,,,,6.0,,5.0,,,16.0,,,,,,,,,,,,,,,9.0,,9.0,,,21.0,,,,275.0,,,6.0,
35510120100001,632,47.5,81.6,441.9,168,26.0,10.0,12.0,10.0,24.0,44.0,20.0,5.0,,8.0,,,,,,162.0,,,6.0,8.0,,58,,,13.0,,,,12.0,,6.0,,,,,,,,9.0,,10.0,,,,233.0,,5.0,14.0,26.0,8.0,14.0,,,,,,,,50.0,,23.0,
35510120100002,667,50.5,181.4,375.0,291,52.0,19.0,31.0,33.0,33.0,61.0,30.0,10.0,5.0,,8.0,6.0,,,12.0,273.0,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,8.0,,,,,,,,,,,5.0,
35510120100003,566,32.4,1490.7,40.8,307,,,11.0,21.0,7.0,194.0,66.0,,,,,,,,,51.0,254.0,,,,,24,,,,,,,5.0,,8.0,,,,,,,,,,5.0,,,,,,,,11.0,,178.0,,,,,,,8.0,5.0,102.0,8.0,
35510120100101,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510120100102,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510120100301,1103,23.5,35655.7,3.2,452,,,,,,452.0,,,,,,,,,,,452.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510120110001,526,49.8,107.9,342.3,209,33.0,22.0,55.0,23.0,13.0,21.0,27.0,6.0,,,,,,,,208.0,,,,,,17,,,9.0,,,,,,,,,,,,,,,,,,,,33.0,,,5.0,119.0,,6.0,,,,,,,,,,,
35510120120001,353,52.5,105.7,496.0,155,7.0,20.0,23.0,17.0,29.0,38.0,16.0,,,,,,,,,155.0,,,,,,7,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,31.0,,,,
35510130010001,528,52.2,115.0,414.6,149,19.0,12.0,8.0,20.0,20.0,37.0,16.0,5.0,,,,,,,,147.0,,,,13.0,,31,,,,,,,,,5.0,,,,,,,,,,12.0,,,,37.0,,,21.0,9.0,,9.0,,,,,,,,72.0,8.0,27.0,
35510130010002,523,48.9,59.4,361.9,195,9.0,14.0,18.0,21.0,28.0,55.0,31.0,,,,6.0,,,,,195.0,,,,6.0,,21,,,5.0,,,,6.0,,5.0,,,,,,,,,,,,,,361.0,,,,17.0,,13.0,,,,,,,,,,12.0,
35510130010003,641,46.3,132.2,204.8,223,13.0,15.0,22.0,20.0,43.0,51.0,40.0,7.0,,,,,,,,221.0,,,,,,37,,,,,,5.0,9.0,,,,,,,,,,,,5.0,,,,9.0,,,30.0,20.0,139.0,8.0,,10.0,,,76.0,473.0,,25.0,25.0,16.0,
35510130010004,503,52.3,202.4,353.7,167,53.0,,10.0,11.0,25.0,33.0,17.0,,,,,,,,,166.0,,,,,,22,,,,,,,6.0,,,,,,,,,,,,,,,,25.0,,,65.0,16.0,60.0,5.0,,,,,,,,37.0,,,
35510130010005,490,52.3,100.7,497.1,202,39.0,7.0,17.0,29.0,28.0,41.0,22.0,7.0,,,,,,,,202.0,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,17.0,,,5.0,
35510130010101,728,33.1,52842.2,27.6,289,,,,,,289.0,,,,,,,,,,,289.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35510130010201,699,30.6,44504.8,22.8,293,,,,,,293.0,,,,,,,,,,,293.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,
35510130010202,807,30.2,60924.8,22.9,264,,,,,,264.0,,,,,,,,,,,264.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
35510130010301,693,38.9,34919.4,30.9,290,,,,,,,290.0,,,,,,,,,,290.0,,,,,11,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,
35510130020001,270,50.4,121.1,529.4,100,18.0,,5.0,10.0,17.0,28.0,8.0,,,,,,,,,100.0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510130030001,763,49.4,137.6,281.0,267,38.0,16.0,36.0,41.0,41.0,50.0,20.0,,,7.0,,,8.0,,,259.0,,,8.0,5.0,,45,,,12.0,,,,14.0,,,,,,,,,,,,7.0,,,,83.0,,,19.0,49.0,,8.0,,,7.0,,,,21.0,31.0,,13.0,
35510130040001,457,43.0,174.5,132.1,143,23.0,5.0,16.0,17.0,20.0,20.0,36.0,,,,,,,,,124.0,,16.0,,,,99,,,11.0,,,18.0,17.0,,18.0,,,7.0,,,,,5.0,,14.0,,,,28.0,,,170.0,52.0,16.0,60.0,,27.0,20.0,6.0,,30.0,28.0,45.0,,43.0,
35510130040002,348,49.3,154.0,388.0,132,18.0,12.0,10.0,25.0,23.0,23.0,9.0,,,,,,,,,131.0,,,,,,18,,,,,,8.0,,,,,,,,,,,,,,,,,6.0,,,77.0,11.0,,6.0,,,,,20.0,,,,,,
35510320010001,477,40.7,569.0,129.4,128,7.0,7.0,10.0,28.0,33.0,23.0,7.0,6.0,,,,,,,,125.0,,,,,,88,,,7.0,,,,11.0,,18.0,,,,,,,15.0,,,17.0,,,,52.0,,,8.0,26.0,,33.0,,11.0,,,,30.0,80.0,19.0,,18.0,
35510320010101,600,30.9,106897.4,26.1,202,,,,,,,202.0,,,,,,,,,,202.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,
35510320010102,709,32.3,64526.5,25.5,231,,,,,,,231.0,,,,,,,,,,231.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35510320010103,530,32.3,59719.7,21.6,169,,,,,,,169.0,,,,,,,,,,169.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,14.0,,,
35510320010104,631,31.2,103650.9,29.9,216,,,,,,,216.0,,,,,,,,,,216.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510320020001,341,49.5,32.6,388.5,128,12.0,6.0,14.0,14.0,25.0,20.0,16.0,,,,,,,,,128.0,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,6.0,,,,,,,,,,,
35510320030001,452,49.0,16.7,371.4,189,23.0,16.0,29.0,32.0,28.0,24.0,16.0,,,,8.0,,,,,188.0,,,,,,18,,,,,,,,,,,,,,,,,,,7.0,,,,23.0,,,,,,8.0,,,,,,,,8.0,,14.0,
35510320030002,419,48.6,49.1,264.6,158,23.0,11.0,14.0,35.0,32.0,26.0,10.0,,,,,,,,,157.0,,,,,,39,,,6.0,,,,13.0,,9.0,,,,,,,,,,,,,,12.0,,,,31.0,,19.0,,,,,,,18.0,53.0,,6.0,
35510320040001,347,51.9,18.6,392.6,144,27.0,18.0,13.0,18.0,22.0,17.0,20.0,,,,,,,,6.0,137.0,,,,,,31,,,,,,,5.0,,17.0,,,,,,,,,,5.0,,,,5.0,,,,10.0,,59.0,,,,,,,,,,10.0,
35510320040002,559,42.3,176.9,507.4,99,11.0,12.0,13.0,11.0,18.0,19.0,8.0,,,,,,,,,97.0,,,,,,41,,,9.0,,,,10.0,,7.0,,,,,,,,,,,,,,85.0,,33.0,,18.0,16.0,19.0,,,,,21.0,11.0,294.0,190.0,,,
35510330010001,311,50.4,96.9,538.9,118,7.0,,27.0,31.0,31.0,11.0,,,,,,,,,,118.0,,,,,,42,,,18.0,,,,14.0,,,,,,,,,,,,,,,,138.0,,,25.0,31.0,,,,,7.0,,,,,12.0,,12.0,
35510330010101,513,31.2,37191.1,24.0,201,,,,,,201.0,,,,,,,,,,,201.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330020001,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330030101,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330030102,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330040001,435,42.5,1867.6,111.8,103,7.0,5.0,17.0,14.0,16.0,29.0,12.0,,,,,,,,,100.0,,,,,,96,,,10.0,,,,18.0,,25.0,,,8.0,,,,10.0,,,12.0,,,,16.0,,,11.0,34.0,,62.0,,21.0,8.0,,,37.0,57.0,14.0,,13.0,
35510330040002,440,49.3,104.3,317.9,176,7.0,18.0,36.0,34.0,32.0,25.0,18.0,,,,,,,,,175.0,,,,,,62,,,11.0,,,7.0,22.0,,5.0,,,,,,,,,,9.0,,19.0,,424.0,,,65.0,191.0,66.0,13.0,,,,,,,16.0,,,11.0,
35510330040101,769,33.4,63361.3,30.5,373,,,,,,,373.0,,,,,,,,,,373.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35510330050001,411,51.8,113.2,631.8,170,12.0,17.0,43.0,49.0,14.0,16.0,8.0,6.0,,,,,,,,166.0,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
35510330060001,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330060002,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330060101,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330060102,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330060201,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330060202,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330060203,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330060301,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330060302,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330070001,348,47.7,205.2,269.4,129,10.0,9.0,30.0,25.0,24.0,10.0,12.0,,,,,,,,,128.0,,,,,,35,,,8.0,,,,7.0,,6.0,,,,,,,,,,,,,,50.0,,,16.0,16.0,,11.0,,,9.0,,,,22.0,9.0,,,
35510330070002,15,41.9,9.6,300.0,6,,,,,,,,,,,,,,,,5.0,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,25.0,,,
35510330070003,518,48.9,124.6,300.0,187,13.0,19.0,34.0,38.0,27.0,30.0,15.0,,,,5.0,,,,,186.0,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,6.0,
35510330070101,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330070102,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330070103,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330070201,643,30.5,54119.4,25.9,217,,,,,,,217.0,,,,,,,,,,217.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510330070202,815,30.6,62749.3,19.6,253,,,,,,,253.0,,,,,,,,,,253.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510330070301,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330070302,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510330080001,412,49.5,41.9,323.1,159,13.0,18.0,27.0,20.0,22.0,27.0,17.0,,,,,,,,,158.0,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,14.0,146.0,6.0,,,11.0,6.0,,120.0,,,,24.0,
35510330080002,440,51.3,96.4,454.5,182,21.0,20.0,42.0,26.0,15.0,27.0,18.0,,,,,,,,,179.0,,,,,,18,,,5.0,,,,7.0,,,,,,,,,,,,,,,,27.0,,,,35.0,,,,,,,,,24.0,,,,
35510340010001,406,47.5,26.2,297.1,143,,,9.0,24.0,20.0,46.0,13.0,7.0,6.0,,7.0,,,,,142.0,,,,7.0,,15,,,,,,,,,,,,,,,,,,,6.0,,,,57.0,,,,6.0,,,,,,,,,,21.0,,10.0,
35510340010002,481,48.2,131.0,320.0,174,17.0,8.0,13.0,28.0,26.0,43.0,22.0,5.0,,,,,,,,172.0,,,,,,20,,,,,,,9.0,,,,,,,,,,,,5.0,,,,10.0,,,6.0,21.0,,,,,,,,,,,,11.0,
35510340020001,398,45.4,347.6,178.8,134,8.0,7.0,14.0,24.0,22.0,30.0,17.0,,,,6.0,,,,,130.0,,,,,,52,,,5.0,,,7.0,9.0,,7.0,,,,,,,6.0,,,7.0,,,,8.0,,,10.0,22.0,16.0,17.0,,15.0,,,,6.0,48.0,9.0,,9.0,
35510340020002,584,46.4,138.3,189.7,211,16.0,21.0,30.0,27.0,23.0,49.0,14.0,,,9.0,11.0,,,,,210.0,,,,,,21,,,,,,,,,5.0,,,,,,,,,,6.0,,,,,,,5.0,,,10.0,,5.0,,,,27.0,14.0,,,6.0,
