,code,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_ar_001,ho_ar_002,ho_ar_003,ho_ar_004,ho_ar_005,ho_ar_006,ho_ar_007,ho_ar_008,ho_ar_009,ho_ar_999,1970s,1980s,1990s,2000-2004,2005-2009,2010-2014,2015-2020,no_yr_data,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999,do_index,si_index,dong_index,fire_count
862,35012570050003,490,47.4,1003.5,374.3,154,0.0,17.0,17.0,51.0,19.0,14.0,11.0,11.0,12.0,0.0,57.0,56.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,28.0,6.0,7.0,0.0,121,0.0,0.0,0.0,0.0,0.0,5.0,24.0,0.0,16.0,0.0,0.0,9.0,5.0,0.0,0.0,20.0,8.0,8.0,16.0,0.0,0.0,58.0,0.0,0.0,62.0,76.0,0.0,49.0,0.0,43.0,10.0,24.0,0.0,14.0,127.0,47.0,16.0,35.0,0.0,35,12,570,1.0
863,35012570050004,244,38.2,3430.6,344.4,76,7.0,19.0,0.0,7.0,0.0,5.0,10.0,0.0,20.0,0.0,11.0,12.0,6.0,7.0,0.0,22.0,0.0,0.0,20.0,43.0,0.0,8.0,5.0,5.0,0.0,89,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,26.0,81.0,0.0,22.0,146.0,9.0,9.0,0.0,19.0,0.0,84.0,149.0,0.0,13.0,0.0,35,12,570,1.0
864,35012570050005,496,46.0,7654.5,242.2,180,0.0,7.0,6.0,109.0,11.0,8.0,14.0,16.0,6.0,0.0,35.0,112.0,14.0,0.0,0.0,0.0,12.0,0.0,9.0,80.0,75.0,12.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,5.0,42.0,14.0,0.0,74.0,0.0,0.0,9.0,0.0,35,12,570,
865,35012570050006,408,45.2,8295.6,304.0,132,20.0,13.0,0.0,17.0,12.0,21.0,15.0,15.0,19.0,0.0,26.0,34.0,14.0,9.0,0.0,49.0,0.0,0.0,38.0,90.0,0.0,0.0,0.0,6.0,0.0,55,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,78.0,0.0,0.0,0.0,12.0,0.0,0.0,17.0,13.0,0.0,15.0,0.0,35,12,570,
866,35012570050007,544,43.8,12202.9,297.2,160,22.0,0.0,0.0,30.0,33.0,24.0,19.0,8.0,21.0,0.0,69.0,33.0,7.0,0.0,0.0,5.0,23.0,0.0,21.0,137.0,0.0,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,0.0,0.0,0.0,0.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,35,12,570,
867,35012570050008,408,48.0,5510.1,509.1,137,0.0,0.0,7.0,66.0,25.0,13.0,9.0,0.0,12.0,0.0,39.0,77.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,43.0,0.0,7.0,0.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,17.0,0.0,0.0,0.0,71.0,24.0,0.0,0.0,170.0,0.0,0.0,0.0,35,12,570,
868,35012570050101,554,41.4,66754.9,103.0,242,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,12,570,
869,35012570050201,423,31.9,37948.1,14.9,135,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,35,12,570,
870,35012570050202,547,34.7,41147.9,19.2,174,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35,12,570,
871,35012570050301,486,32.2,42037.9,19.0,180,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,26.0,0.0,0.0,0.0,35,12,570,
872,35012570050302,501,33.1,45527.5,23.7,199,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35,12,570,
873,35012570050303,399,32.2,47406.1,19.1,147,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,12,570,
874,35012580010001,376,42.9,5742.0,433.3,116,0.0,9.0,0.0,71.0,0.0,10.0,0.0,5.0,13.0,0.0,0.0,81.0,9.0,18.0,0.0,0.0,0.0,0.0,12.0,22.0,0.0,78.0,0.0,44.0,0.0,142,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,62.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,273.0,16.0,0.0,19.0,31.0,18.0,0.0,29.0,6.0,49.0,107.0,0.0,35,12,580,
875,35012580010002,407,40.7,12090.3,393.8,176,40.0,29.0,9.0,82.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,84.0,6.0,85.0,11.0,27.0,0.0,0.0,80.0,15.0,79.0,0.0,0.0,10.0,0.0,44,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,51.0,0.0,40.0,16.0,0.0,0.0,8.0,0.0,0.0,21.0,6.0,0.0,15.0,0.0,35,12,580,
876,35012580010003,566,36.2,14324.7,550.0,174,40.0,25.0,6.0,53.0,0.0,9.0,0.0,0.0,31.0,0.0,0.0,61.0,10.0,63.0,42.0,0.0,0.0,0.0,74.0,43.0,16.0,32.0,9.0,0.0,0.0,61,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,26.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,55.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,88.0,11.0,0.0,0.0,35,12,580,2.0
877,35012580010004,353,35.2,14869.5,1700.0,151,72.0,24.0,9.0,10.0,0.0,0.0,0.0,6.0,20.0,0.0,0.0,16.0,0.0,105.0,25.0,21.0,0.0,0.0,113.0,33.0,0.0,5.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,30.0,0.0,0.0,0.0,35,12,580,1.0
878,35012580010005,414,44.0,11782.6,1066.7,145,62.0,26.0,13.0,13.0,0.0,0.0,9.0,0.0,15.0,0.0,14.0,7.0,8.0,102.0,33.0,0.0,0.0,0.0,95.0,43.0,0.0,0.0,7.0,5.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,16.0,0.0,35,12,580,
879,35012580010006,426,36.1,5374.4,311.1,151,45.0,41.0,0.0,0.0,5.0,0.0,30.0,5.0,17.0,0.0,0.0,32.0,9.0,57.0,6.0,28.0,0.0,0.0,90.0,33.0,25.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,8.0,0.0,7.0,0.0,35,12,580,1.0
880,35012580020001,388,36.4,17633.1,205.6,94,11.0,18.0,6.0,18.0,9.0,6.0,0.0,5.0,21.0,0.0,26.0,13.0,0.0,31.0,0.0,13.0,7.0,0.0,31.0,63.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,12,580,1.0
881,35012580020002,434,35.4,15162.5,400.0,171,63.0,43.0,10.0,15.0,5.0,6.0,0.0,0.0,23.0,0.0,21.0,8.0,10.0,171.0,0.0,0.0,0.0,0.0,107.0,63.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,12,580,
882,35012580020003,527,41.1,17818.5,488.2,115,10.0,0.0,19.0,32.0,7.0,11.0,0.0,5.0,24.0,0.0,57.0,6.0,16.0,23.0,0.0,0.0,0.0,0.0,17.0,95.0,0.0,0.0,0.0,14.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,12,580,
883,35012580020004,397,39.3,8124.7,238.5,82,0.0,0.0,8.0,22.0,11.0,10.0,12.0,0.0,14.0,0.0,40.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,45,0.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,25.0,8.0,0.0,0.0,0.0,8.0,0.0,6.0,0.0,59.0,6.0,0.0,5.0,0.0,35,12,580,
884,35012580020005,386,43.7,14362.0,304.2,102,0.0,6.0,5.0,32.0,10.0,14.0,12.0,10.0,10.0,0.0,43.0,32.0,5.0,9.0,0.0,0.0,0.0,0.0,9.0,89.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,17.0,0.0,35,12,580,
885,35012580020006,393,34.2,13366.8,284.6,78,0.0,0.0,15.0,11.0,0.0,8.0,7.0,5.0,26.0,0.0,6.0,26.0,5.0,16.0,0.0,0.0,0.0,0.0,9.0,50.0,0.0,15.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,0.0,6.0,0.0,35,12,580,
886,35012580020007,364,51.4,10685.4,1411.1,73,0.0,0.0,9.0,18.0,9.0,10.0,6.0,6.0,15.0,0.0,23.0,20.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,7.0,0.0,35,12,580,
887,35012580020008,403,37.8,13466.4,714.3,92,6.0,14.0,0.0,15.0,7.0,10.0,10.0,5.0,22.0,0.0,17.0,15.0,12.0,26.0,0.0,5.0,0.0,0.0,19.0,66.0,0.0,0.0,7.0,0.0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,0.0,76.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,11.0,0.0,35,12,580,
888,35012580020009,407,36.1,9134.3,284.6,90,0.0,39.0,0.0,9.0,6.0,5.0,0.0,0.0,21.0,0.0,12.0,12.0,5.0,0.0,0.0,49.0,0.0,0.0,0.0,49.0,38.0,0.0,0.0,5.0,0.0,83,0.0,0.0,6.0,0.0,0.0,0.0,24.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,12.0,0.0,0.0,24.0,58.0,0.0,41.0,0.0,22.0,16.0,12.0,6.0,15.0,11.0,110.0,16.0,21.0,0.0,35,12,580,
889,35012580020010,449,36.7,6723.6,342.9,226,80.0,59.0,7.0,47.0,0.0,10.0,0.0,0.0,12.0,0.0,15.0,43.0,10.0,118.0,0.0,44.0,0.0,0.0,133.0,44.0,35.0,6.0,8.0,5.0,0.0,109,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,32.0,0.0,11.0,0.0,0.0,7.0,0.0,7.0,0.0,6.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,61.0,5.0,100.0,73.0,818.0,13.0,13.0,333.0,0.0,211.0,5.0,10.0,23.0,0.0,35,12,580,
890,35012580030001,465,40.6,4781.2,342.1,103,0.0,31.0,0.0,37.0,6.0,0.0,0.0,0.0,20.0,0.0,44.0,7.0,0.0,0.0,0.0,39.0,0.0,0.0,34.0,33.0,31.0,0.0,5.0,28.0,0.0,191,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,46.0,0.0,67.0,8.0,5.0,8.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,50.0,125.0,66.0,156.0,19.0,1816.0,68.0,33.0,24.0,0.0,95.0,11.0,41.0,25.0,0.0,35,12,580,
891,35012580030002,382,41.9,9842.8,1220.0,69,0.0,0.0,0.0,9.0,12.0,11.0,11.0,0.0,21.0,0.0,26.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,59.0,0.0,7.0,0.0,0.0,0.0,51,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,29.0,0.0,0.0,0.0,20.0,109.0,47.0,6.0,0.0,0.0,33.0,5.0,0.0,0.0,19.0,0.0,25.0,0.0,35,12,580,
892,35012580030003,418,45.2,9202.9,476.2,141,0.0,0.0,0.0,73.0,30.0,8.0,8.0,9.0,13.0,0.0,19.0,94.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,54.0,36.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,35,12,580,1.0
893,35012580030004,409,45.5,4188.1,535.7,125,0.0,12.0,22.0,37.0,10.0,12.0,19.0,6.0,6.0,0.0,49.0,47.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,67.0,14.0,24.0,20.0,14.0,0.0,194,0.0,0.0,20.0,0.0,0.0,6.0,63.0,0.0,33.0,0.0,0.0,5.0,0.0,6.0,0.0,8.0,7.0,10.0,27.0,0.0,0.0,57.0,0.0,0.0,34.0,158.0,0.0,78.0,12.0,35.0,8.0,17.0,15.0,0.0,35.0,81.0,17.0,95.0,0.0,35,12,580,
894,35012580030005,421,56.1,3483.2,763.6,88,0.0,0.0,15.0,16.0,24.0,17.0,8.0,0.0,5.0,0.0,12.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,35.0,13.0,8.0,28.0,0.0,203,0.0,0.0,6.0,0.0,0.0,0.0,37.0,17.0,85.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,7.0,5.0,18.0,0.0,0.0,18.0,0.0,0.0,9.0,126.0,714.0,214.0,183.0,7.0,0.0,13.0,175.0,0.0,15.0,203.0,11.0,40.0,0.0,35,12,580,1.0
895,35012580030101,528,38.9,75560.1,103.3,240,0.0,0.0,160.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,240.0,0.0,0.0,20.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,12,580,
896,35012590010001,774,34.9,2269.3,908.3,144,9.0,0.0,0.0,114.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,124.0,5.0,15.0,0.0,0.0,0.0,0.0,14.0,18.0,69.0,40.0,0.0,0.0,0.0,92,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,25.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,7.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,102.0,0.0,61.0,0.0,15.0,0.0,84.0,269.0,0.0,184.0,2709.0,0.0,18.0,0.0,35,12,590,1.0
897,35012590010002,405,37.0,11290.4,132.4,116,0.0,0.0,24.0,55.0,0.0,5.0,8.0,7.0,17.0,0.0,0.0,85.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,34.0,77.0,0.0,5.0,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,7.0,110.0,0.0,32.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,10.0,0.0,32.0,0.0,35,12,590,1.0
898,35012590010003,430,37.4,17207.4,337.5,134,21.0,0.0,67.0,0.0,0.0,0.0,8.0,10.0,23.0,0.0,0.0,75.0,11.0,33.0,0.0,0.0,0.0,0.0,21.0,40.0,66.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,28.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,0.0,0.0,35,12,590,
899,35012590020001,526,51.1,11932.6,541.9,191,0.0,11.0,31.0,64.0,37.0,21.0,16.0,9.0,0.0,0.0,102.0,66.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,35,12,590,
900,35012590020002,510,42.2,21955.2,225.0,163,5.0,0.0,61.0,53.0,7.0,6.0,6.0,11.0,10.0,0.0,0.0,139.0,0.0,22.0,0.0,0.0,0.0,0.0,9.0,46.0,87.0,19.0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,35,12,590,
901,35012590020003,623,48.0,5536.4,478.8,214,0.0,25.0,46.0,75.0,13.0,19.0,17.0,14.0,0.0,0.0,107.0,48.0,27.0,7.0,6.0,0.0,0.0,0.0,10.0,172.0,0.0,17.0,15.0,5.0,0.0,90,0.0,0.0,0.0,0.0,0.0,6.0,24.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,39.0,43.0,0.0,31.0,15.0,7.0,0.0,0.0,7.0,18.0,46.0,9.0,6.0,23.0,0.0,35,12,590,1.0
902,35012590020004,477,48.8,9336.3,486.2,129,0.0,12.0,14.0,27.0,16.0,17.0,14.0,18.0,11.0,0.0,40.0,55.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,11.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,20.0,0.0,23.0,0.0,11.0,8.0,0.0,35,12,590,
903,35012590020005,406,48.0,12368.8,425.0,142,0.0,9.0,38.0,34.0,15.0,30.0,5.0,0.0,7.0,0.0,61.0,18.0,27.0,9.0,21.0,0.0,0.0,0.0,18.0,103.0,20.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,12,590,
904,35012590020006,430,44.8,12945.9,387.0,118,0.0,12.0,0.0,18.0,23.0,18.0,25.0,13.0,5.0,0.0,0.0,88.0,9.0,11.0,0.0,0.0,0.0,0.0,12.0,104.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,12.0,0.0,14.0,0.0,35,12,590,
905,35012590020007,439,46.0,22580.4,271.1,157,0.0,0.0,0.0,79.0,53.0,13.0,6.0,0.0,0.0,0.0,32.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,106.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,35,12,590,
906,35012590020008,435,46.6,15102.5,365.4,136,0.0,0.0,30.0,5.0,18.0,46.0,18.0,10.0,8.0,0.0,0.0,122.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,30.0,0.0,0.0,0.0,36,0.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,21.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,12,590,
907,35012590020009,468,44.5,17649.9,245.0,149,0.0,0.0,48.0,40.0,27.0,6.0,11.0,11.0,5.0,0.0,30.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,57.0,81.0,0.0,5.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,6.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,35,12,590,
