,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_013,ho_yr_014,ho_yr_015,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35011640010003,479,45.0,3642.7,187.2,112,38.0,25.0,6.0,,7.0,,,,23.0,,,,7.0,,,,43.0,60.0,,9.0,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,
35011640020001,389,46.5,8201.7,282.8,133,,,79.0,47.0,,,,,,,,,,,,,,13.0,113.0,,,6.0,,67,,,,,,,13.0,,12.0,,,5.0,,,,7.0,,,20.0,,,14.0,,,32.0,29.0,,28.0,,,7.0,,,,37.0,30.0,,22.0,
35011640020002,339,69.4,1507.8,1841.7,17,,,6.0,,,,5.0,,,,,,,,,,,14.0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,7.0,,,,,193.0,,,
35011640020003,522,46.8,7777.8,275.0,190,6.0,104.0,14.0,61.0,,,,,,,,,,,,,8.0,23.0,59.0,96.0,,6.0,,115,,,,,,5.0,33.0,,19.0,,,,,,,,12.0,7.0,24.0,,,,,,15.0,90.0,,41.0,,12.0,6.0,,6.0,18.0,,92.0,11.0,39.0,
35011640020004,407,39.4,5485.5,92.9,67,,,,24.0,7.0,,5.0,,,,,,6.0,,17.0,,15.0,29.0,,16.0,7.0,8.0,,113,,,5.0,,,,20.0,,47.0,,,7.0,,,,,,10.0,16.0,,,32.0,,,8.0,72.0,17.0,126.0,,,10.0,,,,,40.0,20.0,32.0,
35011640020005,321,60.3,1394.5,617.9,32,,,,,,,,,,,,,24.0,,,,,7.0,,24.0,,5.0,,22,,,,,,,,,,,,,,,,,,,6.0,,,,,,6.0,9.0,,8.0,,,,,,,106.0,108.0,,6.0,
35011640020006,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,
35011640020101,646,40.4,71039.4,77.6,258,,,,,258.0,,,,,,,,,,,,,,258.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011640020102,515,40.4,55612.3,86.6,203,,,,,203.0,,,,,,,,,,,,,,203.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011640020201,384,49.8,50695.7,383.3,148,,,148.0,,,,,,,,,,,,,,,,148.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011640020401,470,44.4,62667.6,164.7,191,,,191.0,,,,,,,,,,,,,,,,191.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35011640020402,660,43.1,58342.6,138.0,272,,,272.0,,,,,,,,,,,,,,,,272.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
35011640020501,615,36.7,48926.1,41.2,222,,,,,,,,,222.0,,,,,,,,,,222.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011640020502,498,37.0,49686.3,46.1,180,,,,,,,,,180.0,,,,,,,,,,180.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,13.0,,,
35011640020701,408,50.8,93955.2,418.5,237,,,237.0,,,,,,,,,,,,,,,,237.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
35011640020702,628,51.0,36511.8,582.8,380,,,380.0,,,,,,,,,,,,,,,,380.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011640020801,498,52.4,52484.5,539.3,297,,,297.0,,,,,,,,,,,,,,,,297.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,
35011640020802,582,53.5,41440.7,590.6,366,,,366.0,,,,,,,,,,,,,,,,366.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011640020803,380,53.4,79677.8,793.8,226,,,226.0,,,,,,,,,,,,,,,,226.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011640020804,372,52.5,55238.1,611.1,226,,,226.0,,,,,,,,,,,,,,,,226.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011640020901,931,59.4,46516.3,4466.7,711,,,711.0,,,,,,,,,,,,,,,,711.0,,,,,16,,,,,,,7.0,,,,,,,,,,,,,,,,,,,12.0,,5.0,,,,,,,,46.0,,,
35011640021001,863,60.1,35438.2,3300.0,655,,,655.0,,,,,,,,,,,,,,,,655.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,15.0,,,,,297.0,,,
35011640021101,661,44.0,48743.5,175.0,253,,,253.0,,,,,,,,,,,,,,,,253.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
35011640021102,527,47.6,60216.6,266.7,207,,,207.0,,,,,,,,,,,,,,,,207.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011640021201,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650010001,386,40.6,1304.4,106.3,75,,,8.0,11.0,21.0,6.0,,5.0,,,,,8.0,,,,,63.0,12.0,,,,,34,,,,,,5.0,8.0,,,,,,,,,5.0,,,5.0,,,,,,109.0,15.0,,,,,,,6.0,,177.0,27.0,,7.0,
35011650010002,395,52.0,147.6,468.0,142,30.0,15.0,30.0,11.0,16.0,,6.0,6.0,5.0,6.0,6.0,5.0,,,,,,138.0,,,,12.0,,69,,,7.0,,,18.0,30.0,,,,,,,,,,,,,,,28.0,,,95.0,66.0,7.0,7.0,,,,,6.0,,22.0,6.0,,,
35011650010003,357,40.1,5515.1,90.2,69,,,,31.0,,,7.0,7.0,,5.0,,,,,,,,67.0,,,,,,101,,,,,,9.0,27.0,,15.0,,,,5.0,,,16.0,,,17.0,,,8.0,,,142.0,57.0,5.0,29.0,,,,10.0,19.0,,20.0,39.0,,20.0,
35011650010004,69,28.1,967.2,11.5,3,,,,,,,,,,,,,,,,,,,,,,8.0,,214,,,,,,,50.0,,21.0,,,6.0,,,,58.0,14.0,20.0,35.0,,,,68.0,,6.0,128.0,,68.0,,7.0,11.0,,,25.0,150.0,142.0,34.0,43.0,
35011650010005,332,50.5,77.1,522.2,126,52.0,21.0,23.0,8.0,6.0,,,,,,,,,,,,,113.0,9.0,,,5.0,,27,,,,,,,6.0,,,,,,,,,,,,9.0,,,,,,9.0,9.0,,,,,,,,399.0,8.0,13.0,,22.0,
35011650010006,576,40.2,9389.1,93.1,70,,,,19.0,14.0,,7.0,5.0,11.0,,5.0,,,,,,,54.0,,,16.0,6.0,,118,,,,,,,22.0,,38.0,,,,,,,,6.0,,31.0,,,10.0,,,16.0,39.0,10.0,89.0,7.0,7.0,,8.0,,,10.0,47.0,,38.0,
35011650010101,371,35.8,45934.5,37.9,111,,,,111.0,,,,,,,,,,,,,,,111.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010102,621,36.0,60081.2,34.6,193,,,,193.0,,,,,,,,,,,,,,,193.0,,,,,15,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,,,8.0,,,
35011650010103,560,38.3,38440.7,52.5,182,,,,182.0,,,,,,,,,,,,,,,182.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,15.0,,,
35011650010104,351,36.4,50645.5,48.0,114,,,,114.0,,,,,,,,,,,,,,,114.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650010201,577,39.8,59211.4,72.9,220,,,,220.0,,,,,,,,,,,,,,,220.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650010202,527,39.3,48610.7,71.0,197,,,,197.0,,,,,,,,,,,,,,,197.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,
35011650010203,443,39.4,34025.6,69.7,156,,,,156.0,,,,,,,,,,,,,,,156.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010204,490,40.0,44912.6,69.6,208,,,,208.0,,,,,,,,,,,,,,,208.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010205,535,39.4,43883.0,68.0,227,,,,227.0,,,,,,,,,,,,,,,227.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010206,478,39.6,45206.3,70.4,211,,,,211.0,,,,,,,,,,,,,,,211.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,6.0,,,
35011650010301,608,40.9,50612.0,86.5,209,,,,,209.0,,,,,,,,,,,,,,209.0,,,,,16,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,15.0,,,,,10.0,,,
35011650010302,652,39.2,52581.3,68.7,231,,,,,231.0,,,,,,,,,,,,,,231.0,,,,,15,,,,,,,5.0,,,,,,,,,6.0,,,,,,,,,,10.0,,,,,,,,,9.0,5.0,,,
35011650010401,637,41.6,39375.3,113.8,254,,,,254.0,,,,,,,,,,,,,,,254.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,5.0,,,
35011650010402,603,40.6,56139.5,97.1,239,,,,239.0,,,,,,,,,,,,,,,239.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650010403,527,41.0,53000.1,88.4,190,,,,190.0,,,,,,,,,,,,,,,190.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
35011650010501,479,34.5,49279.1,30.8,165,,,,,,,,165.0,,,,,,,,,,,165.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35011650010502,635,34.6,35433.9,26.5,217,,,,,,,,217.0,,,,,,,,,,,217.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
35011650010601,575,37.6,59497.1,48.5,196,,,,,196.0,,,,,,,,,,,,,,196.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35011650010602,421,39.2,39974.2,61.6,142,,,,,142.0,,,,,,,,,,,,,,142.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,8.0,,,
35011650010603,472,39.4,47470.3,63.0,156,,,,,156.0,,,,,,,,,,,,,,156.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650010604,439,38.5,51948.4,55.1,151,,,,,151.0,,,,,,,,,,,,,,151.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650010605,585,34.0,57930.7,21.7,183,,,,,183.0,,,,,,,,,,,,,,183.0,,,,,24,,,,,,,,,,,,,,,,6.0,,,5.0,,,,,,44.0,10.0,,,,,,,,,7.0,5.0,,7.0,
35011650010701,557,42.9,36201.6,142.9,230,,,,230.0,,,,,,,,,,,,,,,230.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35011650010702,531,42.9,54872.1,145.8,219,,,,219.0,,,,,,,,,,,,,,,219.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,6.0,,,,,,,,,,,
35011650010703,539,42.8,59531.9,172.9,221,,,,221.0,,,,,,,,,,,,,,,221.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650010801,626,32.6,57049.5,19.8,192,,,,,,,,,,,,,,192.0,,,,,192.0,,,,,13,,,,,,,,,,,,,,,,,,,5.0,,,,,,,7.0,,,,,,,,,,8.0,,5.0,
35011650010802,642,32.4,45952.6,12.1,204,,,,,,,,,,,,,,204.0,,,,,204.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650010901,405,34.8,51503.6,24.7,144,,,,,,,,,,,,,144.0,,,,,,144.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650020001,445,53.6,103.5,704.8,191,56.0,16.0,46.0,22.0,12.0,,,5.0,9.0,,7.0,,,,,,,190.0,,,,5.0,,19,,,,,,,9.0,,,,,,,,,,,,,,,10.0,,,43.0,37.0,,,,,,,,,,,,10.0,
35011650030001,749,46.9,4834.9,255.6,245,29.0,11.0,178.0,,,,,,17.0,,,,,,,,6.0,95.0,118.0,16.0,10.0,6.0,,89,,,5.0,,,,27.0,,13.0,,,,,,,,6.0,7.0,18.0,,,7.0,,,19.0,70.0,,40.0,28.0,,,7.0,6.0,,23.0,148.0,26.0,28.0,
35011650040001,480,41.3,4441.1,100.0,107,,,8.0,86.0,,,,,,,,,,,,,,24.0,69.0,,14.0,15.0,,316,,,,,,8.0,59.0,,117.0,,,12.0,,,,12.0,26.0,32.0,40.0,,,7.0,,,29.0,254.0,,378.0,,17.0,23.0,45.0,,28.0,45.0,261.0,63.0,85.0,
35011650040002,306,40.5,2417.5,124.1,46,,8.0,5.0,5.0,,,,,,,,,,,6.0,,,41.0,,,5.0,5.0,,177,,,,,,,35.0,,47.0,,,,,,,22.0,17.0,6.0,32.0,,,48.0,,,5.0,68.0,,160.0,,20.0,,27.0,6.0,35.0,136.0,351.0,13.0,63.0,
35011650040101,665,43.8,62601.5,145.7,248,,,248.0,,,,,,,,,,,,,,,,248.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650040102,658,40.2,39391.8,78.6,252,,,252.0,,,,,,,,,,,,,,,,252.0,,,,,27,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,8.0,,8.0,13.0,,,,5.0,14.0,,,
35011650040201,540,45.1,37507.7,180.7,219,,,219.0,,,,,,,,,,,,,,,,219.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,5.0,
35011650040202,652,47.4,69152.2,278.8,279,,,279.0,,,,,,,,,,,,,,,,279.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650040203,602,46.3,54051.7,208.2,275,,,275.0,,,,,,,,,,,,,,,,275.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650040301,521,59.2,38904.0,2072.7,399,,,399.0,,,,,,,,,,,,,,,,399.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650040302,447,58.1,48498.8,1292.9,339,,,339.0,,,,,,,,,,,,,,,,339.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,120.0,,,
35011650040303,459,58.7,53103.7,2437.5,352,,,352.0,,,,,,,,,,,,,,,,352.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
35011650040501,554,48.2,42832.7,339.0,203,,,203.0,,,,,,,,,,,,,,,,203.0,,,,,31,,,,,,,7.0,,,,,,,,,10.0,,,8.0,,,,,,,8.0,,,,,,,8.0,,13.0,52.0,,11.0,
35011650040502,556,47.8,56430.4,251.7,219,,,219.0,,,,,,,,,,,,,,,,219.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011650040503,430,46.8,48865.4,183.7,161,,,161.0,,,,,,,,,,,,,,,,161.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650040504,534,46.8,60560.5,212.0,211,,,211.0,,,,,,,,,,,,,,,,211.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650040505,466,47.1,45605.4,218.2,174,,,174.0,,,,,,,,,,,,,,,,174.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,
35011650040506,545,47.3,60121.6,283.7,202,,,202.0,,,,,,,,,,,,,,,,202.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650050001,379,40.6,800.2,92.5,79,,,8.0,8.0,,,,,46.0,,,,,,,,,26.0,,42.0,7.0,14.0,,103,,,,,,,21.0,,11.0,,,6.0,,,,12.0,5.0,5.0,35.0,,,21.0,,,8.0,45.0,45.0,31.0,,,10.0,7.0,,,173.0,85.0,31.0,45.0,
35011650050002,391,63.3,9762.2,1147.4,33,,,,21.0,,,,,,,,,,,,,15.0,14.0,,,,8.0,,52,,,6.0,,,,12.0,,17.0,,,,,,,,,,9.0,,,24.0,,,,76.0,,59.0,,,,,,,,159.0,6.0,12.0,
35011650050003,444,44.0,3709.3,207.4,86,6.0,,11.0,37.0,9.0,,,,,,5.0,5.0,,,,,20.0,56.0,,,10.0,14.0,,256,,,6.0,,,,96.0,,45.0,,,8.0,7.0,,,23.0,16.0,11.0,37.0,,,20.0,,,29.0,260.0,,131.0,,10.0,15.0,21.0,10.0,,35.0,324.0,20.0,51.0,
35011650050004,450,51.0,233.0,350.0,159,33.0,25.0,32.0,14.0,12.0,,,5.0,,,,8.0,5.0,6.0,,,,146.0,,,13.0,19.0,,104,,,8.0,,,13.0,33.0,5.0,13.0,,,,,,,,7.0,,12.0,,,45.0,,85.0,69.0,144.0,598.0,36.0,,,,,13.0,,33.0,159.0,11.0,49.0,
35011650050101,500,33.2,70996.9,21.3,146,,,,146.0,,,,,,,,,,,,,,,146.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650050102,596,33.7,13451.1,20.5,182,,,,182.0,,,,,,,,,,,,,,,182.0,,,,,80,,,,,,,24.0,,17.0,,,6.0,,,,10.0,6.0,7.0,7.0,,,8.0,,,,126.0,,102.0,,12.0,19.0,,,,23.0,37.0,18.0,18.0,
35011650050103,599,37.0,50898.1,48.4,185,,,,185.0,,,,,,,,,,,,,,,185.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,9.0,,,11.0,18.0,,,,,,,,,,,,,
35011650050201,483,36.4,50858.2,40.0,157,,,,157.0,,,,,,,,,,,,,,,157.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650050202,400,38.2,55816.8,53.3,132,,,,132.0,,,,,,,,,,,,,,,132.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650050203,406,35.9,67901.7,33.7,124,,,,124.0,,,,,,,,,,,,,,,124.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35011650050301,459,42.7,59903.2,138.0,177,,,177.0,,,,,,,,,,,,,,,,177.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,12.0,,,,,,,,,,,
35011650050302,624,41.3,69220.3,81.7,241,,,241.0,,,,,,,,,,,,,,,,241.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
35011650050303,347,40.4,63996.0,85.0,140,,,140.0,,,,,,,,,,,,,,,,140.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650050401,864,46.3,76588.3,211.5,375,,,375.0,,,,,,,,,,,,,,,,375.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050501,681,42.9,54003.0,113.8,246,,,,246.0,,,,,,,,,,,,,,,246.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,6.0,,,
35011650050601,421,47.5,39442.0,350.0,162,,,162.0,,,,,,,,,,,,,,,,162.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650050602,406,43.7,33502.0,148.6,136,,,136.0,,,,,,,,,,,,,,,,136.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,
35011650050603,396,45.6,39815.0,150.0,140,,,140.0,,,,,,,,,,,,,,,,140.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050701,601,38.1,90598.4,48.5,226,,,226.0,,,,,,,,,,,,,,,,226.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650050702,589,37.2,61167.8,44.7,193,,,193.0,,,,,,,,,,,,,,,,193.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050703,532,37.2,86325.4,45.3,178,,,178.0,,,,,,,,,,,,,,,,178.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650050704,452,37.5,67044.6,50.6,153,,,153.0,,,,,,,,,,,,,,,,153.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,
35011650050705,568,39.8,76329.0,76.2,189,,,189.0,,,,,,,,,,,,,,,,189.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,
35011650050706,400,38.8,64281.9,90.2,147,,,147.0,,,,,,,,,,,,,,,,147.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050707,652,38.4,59500.7,63.4,233,,,233.0,,,,,,,,,,,,,,,,233.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,27.0,,,,,12.0,,,
35011650050801,410,40.4,37316.6,79.5,150,,,149.0,,,,,,,,,,,,,,,,149.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,
35011650050901,451,39.1,42639.7,59.7,152,,,,152.0,,,,,,,,,,,,,,,152.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650051001,563,33.4,51027.3,21.7,197,,,,,,,,,197.0,,,,,,,,,,197.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650051002,451,34.4,48625.4,24.0,159,,,,,,,,,159.0,,,,,,,,,,159.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
35011650051003,467,35.4,46151.0,38.2,152,,,,,,,,,152.0,,,,,,,,,,152.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,
35011650051101,769,36.3,88590.2,38.8,258,,,,258.0,,,,,,,,,,,,,,,258.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,6.0,11.0,,5.0,
35011650051201,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650051301,578,35.3,50147.5,28.7,201,,,,,,,,,,,,,,201.0,,,,,201.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,
35011650051302,630,35.6,50872.4,31.7,212,,,,,,,,,,,,,,212.0,,,,,212.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,7.0,,,,,,,9.0,,,,
35011650051303,591,35.1,51006.8,27.5,213,,,,,,,,,,,,,,213.0,,,,,213.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650051304,616,37.5,44512.5,41.3,230,,,,,,,,,,,,,,230.0,,,,,230.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,
35011650051401,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650051402,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011650051403,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011660010001,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011660010101,544,38.9,47950.4,40.0,178,,,,,178.0,,,,,,,,,,,,,,178.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011660010102,537,39.2,36098.8,43.2,177,,,,,177.0,,,,,,,,,,,,,,177.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011660010103,578,37.9,29612.9,49.5,178,,,,,178.0,,,,,,,,,,,,,,178.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,8.0,,,
35011660010104,379,37.3,36721.7,35.8,117,,,,,117.0,,,,,,,,,,,,,,117.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35011660020001,573,36.8,17506.6,48.4,74,,,,24.0,27.0,5.0,,,,,,,,,,,,70.0,,,,,,76,,,,,,,11.0,,41.0,,,,,,,,,,13.0,,,,,,11.0,31.0,,133.0,,,,,,,,46.0,7.0,16.0,
35011660020002,388,38.8,16027.2,69.4,58,,,,21.0,21.0,,,,,,,,,,,,,58.0,,,,,,47,,,,,,,7.0,,17.0,,,,,,,,,,11.0,,,,,,10.0,15.0,,43.0,,,,,,,,,,14.0,
35011660020003,422,37.6,1794.2,62.2,56,,,5.0,16.0,16.0,5.0,6.0,5.0,,,,,,,,,,56.0,,,,23.0,,719,,,,,,7.0,415.0,8.0,97.0,,10.0,11.0,7.0,10.0,,56.0,42.0,14.0,37.0,,,13.0,,,44.0,1325.0,16.0,370.0,40.0,242.0,21.0,62.0,149.0,,375.0,393.0,25.0,99.0,
35011660020004,520,36.3,15005.9,56.6,65,,,,30.0,15.0,,5.0,,,,,,,,,,,65.0,,,,,,50,,,,,,,15.0,,14.0,,,,,,,,,5.0,5.0,,,,,,,29.0,,40.0,,,,,5.0,,24.0,,6.0,8.0,
