,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_013,ho_yr_014,ho_yr_015,ho_yr_016,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35060540020102,598,41.9,25068.5,102.3,271,,,271.0,,,,,,,,,,,,,,,,,271.0,,,,,29,,,,,,,8.0,,,,,,,,,7.0,,,,,,,,,,9.0,,,,,,,,,7.0,21.0,5.0,,
35060540020201,955,41.4,41397.7,105.8,386,,,386.0,,,,,,,,,,,,,,,,,386.0,,,,,15,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,7.0,
35060540020301,596,59.8,21612.3,1814.3,469,,,468.0,,,,,,,,,,,,,,,,,467.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,10.0,,,,,11.0,,,
35060540020401,653,39.9,38139.7,75.8,244,,,244.0,,,,,,,,,,,,,,,,,244.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
35060540020402,577,40.8,39647.4,81.5,221,,,221.0,,,,,,,,,,,,,,,,,221.0,,,,,14,,,,,,,5.0,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,
35060540020501,309,52.7,23741.9,908.3,184,,,184.0,,,,,,,,,,,,,,,,,184.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,
35060540030001,752,45.9,1480.9,197.6,294,77.0,24.0,31.0,7.0,5.0,7.0,,7.0,7.0,24.0,73.0,8.0,,,8.0,6.0,,,183.0,84.0,,23.0,22.0,,329,,,6.0,,,11.0,102.0,,96.0,,,5.0,5.0,5.0,,28.0,14.0,24.0,24.0,,,10.0,,,27.0,288.0,6.0,221.0,,27.0,6.0,14.0,25.0,21.0,60.0,159.0,39.0,40.0,
35060540030101,465,33.6,48661.4,28.3,152,,,,,,,,,,,,152.0,,,,,,,,152.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060540030102,490,31.1,56030.9,14.8,164,,,,,,,,,,,,164.0,,,,,,,,164.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,9.0,,,
35060540030301,632,42.7,31813.3,119.2,324,,,,,,324.0,,,,,,,,,,,,,,324.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35060540030401,486,39.0,40629.1,50.5,189,,,,189.0,,,,,,,,,,,,,,,,189.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35060540030402,530,37.4,47730.4,53.2,184,,,,184.0,,,,,,,,,,,,,,,,184.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,7.0,,,
35060540030501,581,33.2,30099.5,18.2,195,,,,,,,,,,,195.0,,,,,,,,,195.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,
35060540030502,588,33.7,48398.6,18.8,186,,,,,,,,,,,186.0,,,,,,,,,186.0,,,,,17,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,14.0,,,,,10.0,,7.0,
35060540040001,702,53.0,107.3,671.9,265,123.0,12.0,32.0,21.0,18.0,,5.0,,,,,7.0,10.0,13.0,6.0,5.0,,,260.0,,,5.0,57.0,,371,6.0,,67.0,22.0,,133.0,62.0,13.0,31.0,,,,,5.0,,,,5.0,13.0,60.0,,1514.0,23.0,,221.0,192.0,44.0,73.0,11.0,,,7.0,46.0,,16.0,,12.0,42.0,
35060540040101,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060540050001,515,54.8,89.9,972.2,193,79.0,23.0,40.0,21.0,11.0,,,,,,,,,,,,,,193.0,,,,19.0,,115,,,6.0,59.0,,9.0,23.0,,,,,,,,,,,,,15.0,,85.0,59.0,,34.0,38.0,,12.0,,,,,,,,28.0,,25.0,
35060540050002,243,45.9,259.9,453.8,67,17.0,7.0,29.0,5.0,6.0,,,,,,,,,,,,,,66.0,,,,8.0,,43,,,6.0,,,10.0,12.0,,,,,,,,,,,,,,,28.0,,,61.0,20.0,11.0,,,,,7.0,,,80.0,,,,
35060580010001,526,57.2,86.7,842.9,223,102.0,19.0,61.0,17.0,7.0,,,5.0,,,,,,,,,,,219.0,,,,9.0,,93,,,5.0,62.0,,,7.0,,,,,,,,,,,,6.0,,,16.0,64.0,,,11.0,6.0,,,,,,,,,28.0,,13.0,
35060580010002,402,55.2,181.8,571.4,168,80.0,27.0,25.0,9.0,5.0,,,,,,,,,,,,,,162.0,,,6.0,13.0,,154,,,17.0,25.0,,14.0,42.0,16.0,10.0,,,,,,,,,,16.0,,,32.0,37.0,,31.0,81.0,106.0,20.0,,,,,9.0,325.0,30.0,16.0,,73.0,
35060580020001,485,50.9,1543.9,444.1,236,5.0,,222.0,,,,,,,,,,,,,,,,17.0,217.0,,,,,59,,,8.0,,,7.0,19.0,,9.0,,,,,,,,,,5.0,,,10.0,,,51.0,38.0,,17.0,,,,,23.0,7.0,40.0,,,5.0,
35060580020002,492,50.7,3966.6,335.6,218,58.0,42.0,87.0,16.0,,,,,5.0,,,,,,,,,,102.0,72.0,41.0,,,,17,,,,,,,6.0,,,,,,,,,,,,,,,,,,,8.0,,5.0,,,,,,,,,,,
35060580020101,562,32.8,32173.4,17.1,202,,,,,,,,,,,,,,,202.0,,,,,202.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060580030001,759,57.4,83.7,897.1,337,151.0,43.0,82.0,16.0,15.0,,,9.0,,,,,,,5.0,,,,333.0,,,,37.0,,315,,,49.0,63.0,5.0,29.0,47.0,101.0,,,,,,,,,,,7.0,6.0,,300.0,67.0,52.0,128.0,111.0,109.0,7.0,,,,,13.0,,,,,19.0,
35060580040001,512,54.2,1365.5,510.8,195,82.0,57.0,35.0,7.0,5.0,,,,,,,,,,,,,,170.0,,16.0,9.0,17.0,,122,,,,,,,37.0,,27.0,,,,,,,,6.0,,29.0,,,6.0,,,10.0,98.0,6.0,47.0,,,,,,,,446.0,13.0,40.0,
35060580040101,577,39.3,41197.2,76.2,234,,,,,,,234.0,,,,,,,,,,,,,234.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,
35060580040102,634,35.4,38026.9,37.7,243,,,,,,,243.0,,,,,,,,,,,,,243.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
35060580050001,461,62.4,136.5,2360.0,193,96.0,23.0,45.0,10.0,9.0,,,,,,,,,,,,,,189.0,,,,7.0,,124,,,,68.0,,9.0,23.0,,6.0,,,,,,,,5.0,,,,,16.0,77.0,,53.0,64.0,,17.0,,,,7.0,9.0,17.0,,430.0,,9.0,
35060580050002,452,60.0,71.8,1244.4,222,114.0,21.0,50.0,16.0,12.0,,,,,,,,,,,,,,221.0,,,,5.0,,37,,,5.0,13.0,,5.0,,,,,,,,,,,,,,,,16.0,13.0,,17.0,7.0,,,,,,,,,,,,5.0,
35510110010001,377,58.9,203.0,1185.7,92,21.0,22.0,20.0,6.0,8.0,,,,,,,,,,,,,,80.0,,,10.0,28.0,,440,,,21.0,,,16.0,111.0,164.0,56.0,,,7.0,8.0,,,6.0,18.0,,23.0,,,33.0,,,61.0,174.0,173.0,96.0,,32.0,7.0,25.0,,39.0,48.0,132.0,,28.0,
35510110020001,319,55.9,121.0,1016.7,131,27.0,14.0,56.0,6.0,12.0,,,,,,,,,,,,,,130.0,,,,6.0,,63,,,,7.0,,10.0,17.0,,6.0,,,5.0,,,,,,,,,,11.0,8.0,,15.0,39.0,,8.0,,,7.0,,7.0,214.0,,49.0,,,
35510110020301,518,41.8,29922.3,213.3,356,,,,,,,,,,,,,,,,356.0,,,,356.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510110020302,289,43.7,17483.4,307.7,217,,,,,,,,,,,,,,,,217.0,,,,217.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,5.0,,,,,,
35510110030001,403,50.0,3758.8,756.3,121,42.0,33.0,29.0,7.0,,,,,,,,,,,,,,,111.0,,,9.0,20.0,,191,,,16.0,,,13.0,75.0,,30.0,,,,7.0,,,,,,29.0,,,26.0,,,55.0,101.0,,60.0,119.0,,,14.0,,,9.0,21.0,,37.0,
35510110030002,579,39.2,8366.5,73.2,207,13.0,,,,,,,,,,,,,,182.0,,,,23.0,182.0,,,,,31,,,,,,,10.0,,,,,,,,,,,,,,,,6.0,,17.0,17.0,,8.0,,,,,,,,,,,
35510110030003,572,47.6,2787.5,304.2,197,9.0,7.0,166.0,,,,,,,,,,,,,,,,42.0,151.0,,,15.0,,130,,,8.0,,,19.0,37.0,,22.0,,,5.0,,,,10.0,7.0,,11.0,,,22.0,,,60.0,74.0,,34.0,,,8.0,17.0,,,66.0,36.0,,13.0,
35510110030004,393,46.0,1073.8,327.6,121,35.0,8.0,37.0,9.0,8.0,,,,,,,5.0,,,,,,,117.0,,,,5.0,,46,,,,,,,19.0,,7.0,,,,,,,,,,,,,15.0,,6.0,20.0,37.0,,31.0,,,,,,,,26.0,,9.0,
35510110030005,398,41.2,2279.0,395.0,96,25.0,14.0,35.0,17.0,,,,,,,,,,,,,,,92.0,,,,,,33,,,,,,,,,11.0,,,,,,,,,,,,,7.0,,,7.0,7.0,,23.0,,,,,,,,,,,
35510110030006,506,37.9,7073.8,435.3,106,29.0,19.0,27.0,10.0,,,,,6.0,,,,,,,,,,98.0,,,8.0,22.0,,72,,,,,,,8.0,,42.0,,,,,,,,,9.0,,,,,,,,12.0,,78.0,,,,,,,,,12.0,,
35510110030007,366,53.4,137.7,390.3,138,61.0,9.0,49.0,5.0,,,,,,,,,,,,,,,137.0,,,,18.0,,478,,,7.0,5.0,,13.0,34.0,388.0,5.0,,,,,,,,,5.0,13.0,,,44.0,6.0,,54.0,58.0,462.0,7.0,11.0,,,,,,,59.0,15.0,68.0,
35510110030301,594,46.3,59588.0,185.0,343,,,343.0,,,,,,,,,,,,,,,,,343.0,,,,,25,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,10.0,7.0,54.0,7.0,,,11.0,,,,,66.0,,,
35510110030401,657,41.9,41794.4,96.0,313,,,313.0,,,,,,,,,,,,,,,,,313.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,9.0,,5.0,,,,,,
35510110030501,397,44.0,61657.9,151.8,201,,,,,201.0,,,,,,,,,,,,,,,201.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510110030502,563,41.6,36154.3,105.9,241,,,,,241.0,,,,,,,,,,,,,,,241.0,,,,,12,,,,,,,5.0,,,,,,,,,,,,,,,,,,,6.0,,,,,7.0,,,,,10.0,,,
35510110040001,436,56.1,228.6,1025.0,167,39.0,10.0,59.0,25.0,14.0,,5.0,,,,,,,,,,,,166.0,,,,5.0,,33,,,,5.0,,7.0,13.0,,,,,,,,,,,,,5.0,,17.0,5.0,,13.0,22.0,,,,,,,,,,,,,
35510110050001,422,36.3,7003.1,245.5,107,16.0,14.0,47.0,9.0,,,,,,,,8.0,,,,,,13.0,81.0,,12.0,,8.0,,41,,,,,,5.0,7.0,,11.0,,,,,,,,,5.0,,,,22.0,,,9.0,10.0,,22.0,,,,,6.0,,,14.0,13.0,,
35510110050002,396,51.6,97.0,1046.2,145,60.0,23.0,33.0,12.0,,,,,,,,,,,,,,,145.0,,,,,,15,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,7.0,,,,,,,,,,,,,
35510110050003,515,46.3,7876.0,391.4,166,25.0,39.0,86.0,5.0,,,,,,,,,,,,,,,76.0,65.0,20.0,5.0,5.0,,36,,,,,,5.0,9.0,,,,,,,,,,,,7.0,,,9.0,,,6.0,13.0,,7.0,,,,,,,5.0,,,8.0,
35510110050004,389,52.1,2770.1,688.9,142,44.0,15.0,32.0,13.0,7.0,,,7.0,10.0,,,,,,,9.0,,14.0,115.0,,9.0,,13.0,,95,,,,,,8.0,27.0,,17.0,,,5.0,,,,10.0,,,13.0,,,,,,132.0,51.0,,39.0,,6.0,5.0,,,42.0,17.0,60.0,,18.0,
35510110050005,438,40.1,652.3,197.2,172,32.0,8.0,18.0,12.0,,,,11.0,,,,,77.0,,,,,11.0,85.0,76.0,,,,,30,,,,,,5.0,7.0,,,,,,,,,,,,,,,,,,25.0,15.0,,13.0,,,,,,,148.0,28.0,,5.0,
35510110050006,500,40.1,3576.7,281.3,117,28.0,27.0,39.0,7.0,,,,8.0,,,,,,,,,,8.0,99.0,,7.0,,,,24,,,5.0,,,,10.0,,,,,,,,,,,,,,,7.0,,,,13.0,,12.0,,,,,,,,10.0,,,
35510110050007,419,48.3,2144.3,302.6,171,12.0,11.0,141.0,,,,,,,,,,,,,,,,41.0,128.0,,,,,37,,,6.0,,,,8.0,,5.0,,,,,,,,,,,,,6.0,,,10.0,8.0,11.0,37.0,,,6.0,,,,,18.0,6.0,,
35510110050008,1044,20.1,2750.4,0.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,5.0,,53,,,12.0,,,,9.0,,8.0,,,,8.0,,,9.0,,,,,,57.0,,,,12.0,,26.0,13.0,5.0,,27.0,,,838.0,8.0,7.0,,
35510110050201,578,46.5,67105.3,245.5,233,,,233.0,,,,,,,,,,,,,,,,,233.0,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,11.0,,,
35510110050501,514,40.1,64532.0,83.5,193,,,193.0,,,,,,,,,,,,,,,,,193.0,,,,,9,,,,,,,6.0,,,,,,,,,,,,,,,,,,,6.0,,,,,8.0,,,,,,,,
35510110050502,647,38.0,97729.3,62.6,243,,,243.0,,,,,,,,,,,,,,,,,243.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510110060001,444,54.1,95.6,888.2,177,44.0,17.0,61.0,14.0,11.0,,,,,,,,,,,,,,176.0,,,,8.0,,211,,,19.0,7.0,,25.0,26.0,119.0,,,,,,,,,,,,9.0,,59.0,7.0,,86.0,64.0,151.0,5.0,,,,,13.0,,,6.0,,,
35510110060002,425,54.9,199.5,656.0,156,39.0,7.0,64.0,15.0,14.0,,,,,,,,,,,,,,156.0,,,,9.0,,46,,,,6.0,,9.0,14.0,,,,,,,,,,,,,,,11.0,6.0,,21.0,19.0,6.0,5.0,,,,,,,,,,8.0,
35510110060003,421,54.0,201.7,588.0,163,55.0,13.0,49.0,15.0,11.0,,,,,,,,,,,,,,162.0,,,,5.0,,33,,,,,,,12.0,,,,,,,,,,,,,,,13.0,,,,25.0,,9.0,,,,,,,22.0,16.0,,7.0,
35510110070001,544,54.6,144.8,575.0,222,67.0,39.0,83.0,8.0,6.0,,,,,,,,,,,,,,219.0,,,,8.0,,58,,,8.0,13.0,,,16.0,,9.0,,,,,,,,,,,,,27.0,13.0,14.0,10.0,38.0,,14.0,,,,,,22.0,,,,,
35510120010001,450,42.0,8331.9,97.1,178,,,153.0,,,,,,,,12.0,,,,,,,11.0,25.0,142.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,
35510120010002,432,42.2,1740.3,132.8,105,31.0,10.0,20.0,5.0,11.0,,,,,,,13.0,,,,,,12.0,69.0,,7.0,17.0,24.0,,282,,,12.0,,,8.0,108.0,,51.0,,,,6.0,,,12.0,19.0,,44.0,,,31.0,,19.0,39.0,190.0,,86.0,7.0,27.0,,10.0,9.0,,144.0,105.0,13.0,69.0,
35510120010003,427,51.2,615.5,431.0,145,44.0,16.0,45.0,10.0,6.0,,,,,,,,5.0,,,,,,140.0,,,5.0,11.0,,92,,,5.0,,,6.0,23.0,10.0,23.0,,,,,,,,,,6.0,,,8.0,,,20.0,43.0,10.0,40.0,,,5.0,,,113.0,28.0,18.0,,18.0,
35510120010004,518,40.2,1920.5,102.4,171,22.0,9.0,47.0,,16.0,,,,,,,,,68.0,,,,12.0,78.0,66.0,12.0,,5.0,,96,,,10.0,,,8.0,26.0,,10.0,,,,,7.0,,6.0,6.0,,11.0,12.0,,21.0,,,100.0,39.0,,25.0,,6.0,,6.0,10.0,,56.0,53.0,,12.0,
35510120010005,498,46.4,359.5,352.9,169,41.0,5.0,66.0,7.0,6.0,,,,,,17.0,,,,9.0,,,24.0,112.0,,29.0,,11.0,,102,,,5.0,,,11.0,36.0,,17.0,,,,,,,,,5.0,12.0,,,12.0,,,34.0,66.0,,33.0,,,,,,44.0,65.0,10.0,9.0,19.0,
35510120010006,586,53.3,3563.6,379.0,119,14.0,5.0,12.0,44.0,30.0,,,,,,,,,,,,,66.0,47.0,,,6.0,7.0,,106,,,10.0,,,,34.0,,15.0,,,6.0,,,,6.0,9.0,,11.0,,,17.0,,,10.0,48.0,,23.0,,,6.0,,5.0,,72.0,163.0,,17.0,
35510120010101,382,35.7,49431.5,39.1,149,,,,,,,,,,,149.0,,,,,,,,,149.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120010102,660,34.8,44783.4,27.7,215,,,,,,,,,,,215.0,,,,,,,,,215.0,,,,,22,,,,,,,6.0,,,,,,,,,,,,6.0,,,,,,7.0,12.0,,,,,9.0,,,,,9.0,,11.0,
35510120010301,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35510120010501,403,41.4,78589.6,104.0,169,,,169.0,,,,,,,,,,,,,,,,,169.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120010801,646,39.7,68561.3,75.4,231,,,231.0,,,,,,,,,,,,,,,,,231.0,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,
35510120011001,509,40.1,61685.1,88.2,194,,,194.0,,,,,,,,,,,,,,,,,194.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120020001,381,52.0,199.0,410.7,143,35.0,22.0,52.0,11.0,8.0,,,,,,,,,,,,,,143.0,,,,7.0,,51,,,7.0,,,8.0,18.0,,,,,,,,,,,,6.0,,,13.0,,,9.0,34.0,,5.0,,,,,,,8.0,269.0,,12.0,
35510120030001,418,38.3,3973.8,111.6,75,,,,33.0,6.0,,,5.0,,,5.0,7.0,,5.0,5.0,,,,69.0,,,6.0,5.0,,67,,,7.0,,,15.0,16.0,,11.0,,,,,,,,,,6.0,,,29.0,,,268.0,21.0,,19.0,,,11.0,5.0,,,,7.0,,7.0,
35510120030002,435,54.9,142.3,752.4,175,61.0,25.0,54.0,15.0,9.0,,,,,,,,,,,,,,170.0,,,5.0,,,50,,,6.0,,,9.0,14.0,,,,,,5.0,,,,,,7.0,,,13.0,,,23.0,28.0,,7.0,,,,10.0,,,,10.0,,10.0,
35510120030003,545,56.1,192.3,811.1,239,81.0,25.0,82.0,15.0,9.0,,,,,,,,5.0,6.0,,,,,237.0,,,,,,27,,,,7.0,,,6.0,,,,,,,,,,,,,,,8.0,7.0,,8.0,6.0,,,,,,,,,37.0,,5.0,,
35510120030101,403,42.0,27698.7,108.5,193,,,,,193.0,,,,,,,,,,,,,,,193.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,16.0,,,
35510120030102,423,45.6,35640.3,146.9,220,,,,,220.0,,,,,,,,,,,,,,,220.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120030103,500,40.2,29548.0,83.5,200,,,,,200.0,,,,,,,,,,,,,,,200.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35510120030104,596,36.3,55833.8,50.8,213,,,,,213.0,,,,,,,,,,,,,,,213.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120040101,404,31.5,38829.4,18.5,129,,,,,,,,129.0,,,,,,,,,,,,129.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120040102,399,30.8,36865.4,19.0,131,,,,,,,,131.0,,,,,,,,,,,,131.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,24.0,,,
35510120040103,332,32.1,2051.6,18.6,108,,,,,,,,108.0,,,,,,,,,,,,108.0,,,,,47,,,26.0,,,,,,,,,,,,,,,,,8.0,,578.0,,,48.0,6.0,,,,,8.0,12.0,,,51.0,,,,
35510120050101,453,30.3,36371.4,16.7,138,,,,,138.0,,,,,,,,,,,,,,,138.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120050102,423,31.5,60982.4,17.3,151,,,,,151.0,,,,,,,,,,,,,,,151.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120050103,453,31.1,1171.5,10.9,139,,,,,139.0,,,,,,,,,,,,,,,139.0,,,5.0,,52,,,26.0,,,,,9.0,6.0,,,,,,,,,,,,,1288.0,,,,7.0,27.0,26.0,,,,,,,,,,,
35510120050104,464,31.2,55620.0,18.9,144,,,,,144.0,,,,,,,,,,,,,,,144.0,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,10.0,,,,,22.0,,,
35510120060001,406,54.6,1133.1,944.4,29,,,,,,,,8.0,8.0,,,,,,,,,15.0,9.0,,,5.0,40.0,,277,,,28.0,,,,48.0,15.0,113.0,,,9.0,,,,5.0,11.0,15.0,20.0,,,932.0,,,8.0,131.0,54.0,303.0,,7.0,11.0,,,,6.0,157.0,31.0,37.0,
35510120060002,575,32.6,10523.4,74.4,68,,,,,11.0,,9.0,15.0,7.0,7.0,,,,,,,,,67.0,,,,,,86,,,,,,,25.0,,33.0,,,,,,,5.0,,,12.0,,,,,,,51.0,,65.0,,,,,,,7.0,47.0,,13.0,
35510120060003,417,31.8,12498.2,71.4,59,,,,,11.0,,17.0,14.0,,8.0,,,,,,,,11.0,47.0,,,,,,77,,,,,,,5.0,,43.0,,,,,,,,,9.0,9.0,,,,,,20.0,7.0,,96.0,,,,,,,6.0,,20.0,13.0,
35510120060101,573,33.4,55230.7,23.9,180,,,,,180.0,,,,,,,,,,,,,,,180.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120060102,431,35.1,47361.7,34.0,153,,,,,153.0,,,,,,,,,,,,,,,153.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,
35510120060103,588,32.6,47085.4,14.0,186,,,,,186.0,,,,,,,,,,,,,,,186.0,,,,,21,,,,,,,,,,,,6.0,,,,,5.0,,,,,,,,,5.0,,,,,14.0,,,,,31.0,,,
35510120060104,537,34.6,60862.8,34.6,176,,,,,176.0,,,,,,,,,,,,,,,176.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120070001,273,36.8,629.0,111.1,27,,,,,7.0,,,,,,,,,,,,,,27.0,,,,9.0,,145,,,14.0,,,,23.0,5.0,32.0,,,,,,,39.0,7.0,,8.0,,,650.0,,,,44.0,43.0,68.0,171.0,8.0,,26.0,23.0,59.0,269.0,39.0,,9.0,
35510120070101,551,29.9,44775.7,8.5,163,,,,,,,,163.0,,,,,,,,,,,,163.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
35510120070102,486,29.6,48657.4,9.0,158,,,,,,,,158.0,,,,,,,,,,,,158.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,15.0,,,
35510120070103,530,30.7,56348.4,15.5,163,,,,,,,,163.0,,,,,,,,,,,,163.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120070201,623,34.0,57708.6,26.4,189,,,,,189.0,,,,,,,,,,,,,,,189.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120070202,437,31.8,64113.3,18.4,129,,,,,129.0,,,,,,,,,,,,,,,129.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120070203,543,34.0,36358.0,20.3,165,,,,,165.0,,,,,,,,,,,,,,,165.0,,,,,25,,,,,,,6.0,,,,,,,,,6.0,,,,,,,,,,12.0,,7.0,,,10.0,,,,14.0,13.0,,,
35510120070301,586,30.9,57740.2,14.5,193,,,,,193.0,,,,,,,,,,,,,,,193.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35510120070302,464,31.7,46014.3,12.1,140,,,,,140.0,,,,,,,,,,,,,,,140.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35510120070303,560,32.9,36537.0,16.1,203,,,,,203.0,,,,,,,,,,,,,,,203.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,8.0,,,,,7.0,,,
35510120080001,450,49.7,86.1,545.5,136,33.0,13.0,43.0,19.0,8.0,,,,,,,,,,,,,,132.0,,,,47.0,,415,,,203.0,10.0,,13.0,36.0,87.0,21.0,,,,,19.0,,,,,9.0,,,10440.0,10.0,9.0,69.0,79.0,272.0,66.0,,18.0,9.0,63.0,164.0,17.0,7.0,21.0,,81.0,
35510120080002,536,50.2,86.9,496.2,194,58.0,19.0,74.0,,6.0,,,,,16.0,,6.0,,,,,,,171.0,,23.0,,44.0,,646,,,210.0,8.0,,20.0,50.0,286.0,21.0,,,5.0,9.0,15.0,,,,,12.0,8.0,,4312.0,8.0,15.0,69.0,186.0,593.0,68.0,,,7.0,37.0,307.0,,,11.0,,16.0,
35510120090001,542,30.5,274.8,1666.7,90,29.0,,28.0,23.0,,,,,,,,,,,,,,,89.0,,,,,,38,,,,11.0,,,8.0,,8.0,,,,,,,,,,,,,,11.0,,,10.0,,15.0,,,,,,,148.0,,,5.0,
35510120100001,660,50.5,85.2,729.2,172,51.0,9.0,54.0,13.0,10.0,,,5.0,,6.0,,5.0,,,,,,,169.0,,,,21.0,,112,,,27.0,7.0,,13.0,21.0,11.0,12.0,,,,,,,,,,9.0,,,260.0,7.0,,171.0,47.0,19.0,35.0,,,,190.0,18.0,,,15.0,,17.0,
